"source_transaction_reference","source_account_id","direction","amount_original","currency_original","value_datetime","business_date","channel","transaction_type","counterparty_reference","counterparty_name","counterparty_country","source_merchant_id","source_device_id","ip_address","status_from_source"
"TXN-000010969","ACC-0000363","OUT","314008.00","IDR","2026-07-29T10:49:59+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-6940699","Hj. Indah Permana","ID","","DEV-000290","198.51.100.30","SETTLED"
"TXN-000010976","ACC-0000363","OUT","118139.00","IDR","2026-07-29T22:44:21+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-5193145","Vina Suryadi","ID","","DEV-000290","203.0.113.14","SETTLED"
"TXN-000011041","ACC-0000365","OUT","130445.00","IDR","2026-07-29T20:48:33+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-8094320","Dra. Rina Situmorang","ID","","DEV-000089","198.51.100.229","SETTLED"
"TXN-000011075","ACC-0000366","OUT","135835.00","IDR","2026-07-29T17:29:18+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-7347202","Ir. Vina Pratama","ID","MER-00025","DEV-000255","203.0.113.35","SETTLED"
"TXN-000011280","ACC-0000374","OUT","14614.00","IDR","2026-07-29T16:09:05+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-3320229","Nanda Siregar","ID","MER-00055","DEV-000212","203.0.113.199","SETTLED"
"TXN-000011284","ACC-0000374","IN","370861.00","IDR","2026-07-29T16:43:22+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-9271266","Bayu Joko Nugroho","ID","","DEV-000047","198.51.100.46","SETTLED"
"TXN-000011289","ACC-0000374","OUT","55137.00","IDR","2026-07-29T16:47:10+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-7579955","Drs. Hadi Siregar","ID","","DEV-000047","203.0.113.115","SETTLED"
"TXN-000011536","ACC-0000380","OUT","265720.00","IDR","2026-07-29T09:54:46+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-7007250","Dian Maulana","ID","","DEV-000362","203.0.113.150","SETTLED"
"TXN-000011539","ACC-0000380","OUT","97786.00","IDR","2026-07-29T10:25:57+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-7324696","Indah Hartono","ID","","DEV-000300","203.0.113.173","SETTLED"
"TXN-000012128","ACC-0000400","OUT","65194.00","IDR","2026-07-29T11:43:24+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-1052185","Adi Nugroho","ID","","DEV-000137","198.51.100.13","SETTLED"
"TXN-000012212","ACC-0000402","IN","343891.00","IDR","2026-07-29T10:28:14+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-2678241","Dewi Gunawan","ID","MER-00058","DEV-000246","198.51.100.230","SETTLED"
"TXN-000012283","ACC-0000405","OUT","160272.00","IDR","2026-07-29T09:39:45+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-2823047","Dewi Rina Setiawan","ID","","DEV-000196","198.51.100.149","SETTLED"
"TXN-000012369","ACC-0000409","OUT","4811.00","IDR","2026-07-29T08:46:23+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-2866004","Kartika Umi Gunawan","ID","MER-00023","DEV-000486","198.51.100.203","SETTLED"
"TXN-000013270","ACC-0000444","OUT","265963.00","IDR","2026-07-29T22:41:40+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-7283950","Hj. Anggun Kusuma","ID","","DEV-000494","198.51.100.10","SETTLED"
"TXN-000013457","ACC-0000448","OUT","84474.00","IDR","2026-07-29T12:50:09+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-6827238","Dra. Vina Lubis","ID","MER-00067","","203.0.113.8","SETTLED"
"TXN-000013560","ACC-0000451","OUT","28035.00","IDR","2026-07-29T13:31:29+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-8567794","Mega Pratama","ID","","DEV-000301","198.51.100.98","SETTLED"
"TXN-000013580","ACC-0000452","OUT","100325.00","IDR","2026-07-29T12:50:47+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","","Hj. Anggun Hartono","ID","","DEV-000134","203.0.113.42","SETTLED"
"TXN-000013608","ACC-0000452","OUT","89411.00","IDR","2026-07-29T23:10:07+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-2423220","Drs. Eka Cahya Hartono","ID","","DEV-000134","203.0.113.249","SETTLED"
"TXN-000013758","ACC-0000457","OUT","121653.00","IDR","2026-07-29T10:49:32+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-2964502","Fajar Oki Maulana","ID","","DEV-000295","203.0.113.67","SETTLED"
"TXN-000013782","ACC-0000457","IN","1809.00","IDR","2026-07-29T19:41:52+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-1631189","Indah Sari Setiawan","ID","","DEV-000295","198.51.100.165","SETTLED"
"TXN-000013956","ACC-0000461","OUT","148524.00","IDR","2026-07-29T20:07:02+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-2273364","Fajar Hidayat","ID","","DEV-000118","198.51.100.187","SETTLED"
"TXN-000014021","ACC-0000463","IN","254521.00","IDR","2026-07-29T11:34:41+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-1538246","H. Iwan Suryadi","ID","","DEV-000215","198.51.100.161","SETTLED"
"TXN-000014192","ACC-0000468","OUT","177257.00","IDR","2026-07-29T12:46:13+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-1963618","Iwan Hidayat","ID","","DEV-000291","198.51.100.177","SETTLED"
"TXN-000014379","ACC-0000474","OUT","45268.00","IDR","2026-07-29T12:16:01+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-9257376","Wahyu Oki Permana","ID","","DEV-000486","203.0.113.89","SETTLED"
"TXN-000014428","ACC-0000476","OUT","33681.00","IDR","2026-07-29T17:21:20+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-7442960","Siti Saputra","ID","","DEV-000073","203.0.113.74","SETTLED"
"TXN-000014541","ACC-0000481","IN","653181.00","IDR","2026-07-29T11:36:12+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-1648666","Umi Siregar","ID","","DEV-000011","203.0.113.209","SETTLED"
"TXN-000014548","ACC-0000481","OUT","20787.00","IDR","2026-07-29T18:08:17+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-5258940","Putri Pratama","ID","","DEV-000011","198.51.100.162","SETTLED"
"TXN-000014602","ACC-0000483","IN","107239.00","IDR","2026-07-29T09:55:19+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-3180871","Drs. Fajar Suryadi","ID","","DEV-000201","203.0.113.4","SETTLED"
"TXN-000015081","ACC-0000497","OUT","240585.00","IDR","2026-07-29T15:36:34+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-6068245","Adi Halim","ID","","DEV-000353","198.51.100.190","SETTLED"
"TXN-000015081","ACC-0000497","OUT","240585.00","IDR","2026-07-29T15:36:34+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-6068245","Adi Halim","ID","","DEV-000353","198.51.100.190","SETTLED"
"TXN-000015327","ACC-0000504","OUT","45251.00","IDR","2026-07-29T19:58:49+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-4811977","Adi Nanda Kusuma","ID","","DEV-000398","203.0.113.38","SETTLED"
"TXN-000015385","ACC-0000505","OUT","41264.00","IDR","2026-07-29T13:02:57+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-5885751","Bagus Gunawan","ID","MER-00048","DEV-000407","203.0.113.141","SETTLED"
"TXN-000015403","ACC-0000506","OUT","6745.00","IDR","2026-07-29T20:56:51+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-2109205","H. Wahyu Wijaya","ID","","DEV-000131","203.0.113.217","SETTLED"
"TXN-000015418","ACC-0000506","OUT","45745.00","IDR","2026-07-29T21:41:23+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-5841443","Joko Santoso","ID","MER-00065","DEV-000131","198.51.100.98","SETTLED"
"TXN-000015426","ACC-0000506","OUT","53848.00","IDR","2026-07-29T11:08:06+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-7874868","Hj. Rina Saputra","ID","","DEV-000131","198.51.100.235","SETTLED"
"TXN-000015432","ACC-0000506","OUT","1411974.00","IDR","2026-07-29T10:06:25+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-6702108","H. Joko Fajar Lubis","ID","","DEV-000131","198.51.100.19","SETTLED"
"TXN-000015585","ACC-0000511","IN","304601.00","IDR","2026-07-29T18:00:15+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-3346764","Zahra Anggraini","ID","MER-00016","DEV-000339","198.51.100.55","SETTLED"
"TXN-000015599","ACC-0000511","IN","343967.00","IDR","2026-07-29T06:17:31+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-6551773","Hj. Gita Lubis","ID","","DEV-000339","203.0.113.89","SETTLED"
"TXN-000015824","ACC-0000516","OUT","93380.00","IDR","2026-07-29T12:28:38+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-8529524","Putri Siregar","ID","","DEV-000233","203.0.113.24","PENDING"
"TXN-000015841","ACC-0000517","OUT","87188.00","IDR","2026-07-29T22:10:01+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-9497000","Dra. Putri Gita Nugroho","ID","","DEV-000474","203.0.113.191","PENDING"
"TXN-000015910","ACC-0000518","OUT","25655.00","IDR","2026-07-29T15:35:12+07:00","2026-07-29","TRANSFER","P2P_TRANSFER","EXT-9756699","Kartika Gunawan","ID","","DEV-000267","198.51.100.193","SETTLED"
"TXN-000016057","ACC-0000524","OUT","38454.00","IDR","2026-07-29T07:46:45+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-3399345","Fajar Permana","ID","","DEV-000323","198.51.100.126","SETTLED"
"TXN-000016152","ACC-0000528","OUT","20321.00","IDR","2026-07-29T12:00:43+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-3068118","Rahmat Pratama","ID","","DEV-000467","198.51.100.234","SETTLED"
"TXN-000016175","ACC-0000527","OUT","18317.00","IDR","2026-07-29T10:08:39+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-5397697","Rina Simatupang","ID","","DEV-000467","198.51.100.173","SETTLED"
"TXN-000016221","ACC-0000531","OUT","196345.00","IDR","2026-07-29T18:42:08+07:00","2026-07-29","PAYMENT","BILL_PAYMENT","EXT-2114634","Fajar Santoso","ID","","DEV-000325","198.51.100.156","SETTLED"
"TXN-000016386","ACC-0000535","IN","507329.00","IDR","2026-07-29T09:15:04+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-4110973","Hj. Putri Kusuma","ID","MER-00071","DEV-000353","198.51.100.62","SETTLED"
"TXN-000016678","ACC-0000544","OUT","68039.00","IDR","2026-07-29T19:56:57+07:00","2026-07-29","QRIS","MERCHANT_PAYMENT","EXT-2761084","Rahmat Lubis","ID","MER-00068","DEV-000301","198.51.100.240","SETTLED"
"TXN-000017034","ACC-0000554","OUT","22374.00","IDR","2026-07-29T20:55:59+07:00","2026-07-29","TOPUP","WALLET_TOPUP","EXT-6990920","Cahya Hidayat","ID","","DEV-000017","198.51.100.16","SETTLED"
"TXN-000017366","ACC-0000618","IN","607810.00","IDR","2026-07-29T18:50:51+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-5619689","Citra Suryadi","ID","MER-00014","DEV-000135","203.0.113.41","SETTLED"
"TXN-000017376","ACC-0000620","IN","313997.00","IDR","2026-07-29T21:43:43+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-4948141","Gilang Setiawan","ID","MER-00056","DEV-000437","203.0.113.93","SETTLED"
"TXN-000017406","ACC-0000621","IN","411419.00","IDR","2026-07-29T14:06:03+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-2812170","Wahyu Yuda Maulana","ID","MER-00055","DEV-000035","198.51.100.244","SETTLED"
"TXN-000017623","ACC-0000631","IN","70769.00","IDR","2026-07-29T08:47:45+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","","Joko Gunawan","ID","MER-00022","DEV-000112","198.51.100.121","SETTLED"
"TXN-000017955","ACC-0000645","IN","102090.00","IDR","2026-07-29T19:40:12+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-1587765","Iwan Iwan Simatupang","ID","MER-00072","DEV-000145","203.0.113.29","SETTLED"
"TXN-000018008","ACC-0000647","IN","214638.00","IDR","2026-07-29T21:35:38+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-4912983","Hj. Ayu Nugroho","ID","MER-00073","DEV-000245","203.0.113.183","SETTLED"
"TXN-000018037","ACC-0000649","IN","385894.00","IDR","2026-07-29T18:36:44+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","","Zahra Permana","ID","MER-00012","DEV-000116","203.0.113.128","SETTLED"
"TXN-000018131","ACC-0000651","IN","725190.00","IDR","2026-07-29T23:21:05+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-7553221","Bayu Halim","ID","MER-00062","DEV-000076","203.0.113.105","SETTLED"
"TXN-000018431","ACC-0000659","IN","47081.00","IDR","2026-07-29T14:30:54+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-5755247","Ir. Hadi Rahmat Lubis","ID","MER-00069","DEV-000014","203.0.113.158","SETTLED"
"TXN-000018731","ACC-0000666","IN","112014.00","IDR","2026-07-29T17:46:57+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-8379913","H. Dian Santoso","ID","MER-00047","DEV-000185","203.0.113.193","SETTLED"
"TXN-000018743","ACC-0000666","IN","97475.00","IDR","2026-07-29T07:24:26+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-1943275","Bayu Bayu Situmorang","ID","MER-00019","DEV-000185","203.0.113.219","SETTLED"
"TXN-000018782","ACC-0000668","IN","175059.00","IDR","2026-07-29T14:28:20+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-6210039","Oki Permana","ID","MER-00032","DEV-000409","198.51.100.247","SETTLED"
"TXN-000018791","ACC-0000668","IN","437940.00","IDR","2026-07-29T13:57:52+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-1807303","H. Yuda Hartono","ID","MER-00043","DEV-000409","203.0.113.78","SETTLED"
"TXN-000018792","ACC-0000669","IN","68425.00","IDR","2026-07-29T14:09:37+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-2022836","Hadi Saputra","ID","MER-00009","DEV-000409","198.51.100.147","SETTLED"
"TXN-000018874","ACC-0000670","IN","811480.00","IDR","2026-07-29T12:53:18+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-3169123","Drs. Fajar Bagus Anggraini","ID","MER-00006","DEV-000346","203.0.113.27","SETTLED"
"TXN-000019077","ACC-0000674","IN","742871.00","IDR","2026-07-29T15:34:17+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-3353132","Gilang Rahmat Anggraini","ID","MER-00035","DEV-000142","198.51.100.57","SETTLED"
"TXN-000019283","ACC-0000680","IN","395680.00","IDR","2026-07-29T19:45:38+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-5044558","Yuda Siregar","ID","MER-00023","DEV-000443","198.51.100.195","SETTLED"
"TXN-000019387","ACC-0000682","IN","78151.00","IDR","2026-07-29T10:47:56+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-7753868","Cahya Permana","ID","MER-00073","DEV-000080","198.51.100.26","SETTLED"
"TXN-000019442","ACC-0000685","IN","93721.00","IDR","2026-07-29T15:04:43+07:00","2026-07-29","PAYMENT","MERCHANT_PAYMENT","EXT-9961468","Gita Hidayat","ID","MER-00045","DEV-000352","198.51.100.236","SETTLED"
"TXN-000000005","ACC-0000001","OUT","22754.00","IDR","2026-07-30T08:14:04+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-7731920","Drs. Wahyu Halim","ID","","DEV-000115","198.51.100.64","SETTLED"
"TXN-000000081","ACC-0000004","OUT","129128.00","IDR","2026-07-30T17:58:00+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-9856525","Bagus Maulana","ID","MER-00017","DEV-000022","198.51.100.210","SETTLED"
"TXN-000000174","ACC-0000006","OUT","39463.00","IDR","2026-07-30T12:32:11+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-9649368","Hj. Zahra Vina Ramadhan","ID","MER-00048","DEV-000419","198.51.100.25","SETTLED"
"TXN-000000424","ACC-0000014","OUT","48201.00","IDR","2026-07-30T11:47:25+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-4042092","Drs. Gilang Maulana","ID","","DEV-000358","198.51.100.138","SETTLED"
"TXN-000000524","ACC-0000015","OUT","196550.00","IDR","2026-07-30T11:52:41+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-2616599","Hadi Permana","ID","","DEV-000210","198.51.100.127","SETTLED"
"TXN-000000717","ACC-0000022","OUT","66341.00","IDR","2026-07-30T15:35:28+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-7151164","Iwan Anggraini","ID","","DEV-000205","203.0.113.1","SETTLED"
"TXN-000000803","ACC-0000024","OUT","176262.00","IDR","2026-07-30T18:52:31+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-6720184","H. Nanda Hartono","ID","MER-00064","DEV-000266","198.51.100.208","SETTLED"
"TXN-000001012","ACC-0000031","OUT","35681.00","IDR","2026-07-30T19:23:52+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-2354364","Ir. Siti Sari Gunawan","ID","","DEV-000104","203.0.113.72","SETTLED"
"TXN-000001048","ACC-0000032","IN","44533.00","IDR","2026-07-30T17:47:34+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-8221756","Dra. Umi Saputra","ID","","DEV-000084","198.51.100.233","SETTLED"
"TXN-000001209","ACC-0000040","OUT","11355.00","IDR","2026-07-30T09:53:11+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-6638162","Nanda Santoso","ID","","DEV-000062","198.51.100.148","SETTLED"
"TXN-000001400","ACC-0000044","OUT","165921.00","IDR","2026-07-30T11:31:04+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-2198027","Dian Halim","ID","MER-00072","DEV-000087","198.51.100.136","SETTLED"
"TXN-000001604","ACC-0000055","IN","127968.00","IDR","2026-07-30T21:05:22+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-5359222","Vina Wulan Gunawan","ID","","DEV-000192","198.51.100.56","SETTLED"
"TXN-000001906","ACC-0000065","OUT","42389.00","IDR","2026-07-30T07:29:38+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-6531586","Umi Hartono","ID","MER-00047","DEV-000489","198.51.100.16","SETTLED"
"TXN-000002074","ACC-0000070","OUT","90077.00","IDR","2026-07-30T10:40:07+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-5777969","Rina Siti Situmorang","ID","","DEV-000274","203.0.113.25","SETTLED"
"TXN-000002269","ACC-0000077","OUT","801385.00","IDR","2026-07-30T17:28:27+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-2916219","Hadi Setiawan","ID","","DEV-000455","203.0.113.158","SETTLED"
"TXN-000002346","ACC-0000079","OUT","40801.00","IDR","2026-07-30T17:27:36+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-3101645","Gilang Suryadi","ID","","DEV-000490","198.51.100.127","SETTLED"
"TXN-000002432","ACC-0000084","OUT","227533.00","IDR","2026-07-30T17:36:18+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-6144520","Zahra Pratama","ID","","DEV-000241","198.51.100.82","SETTLED"
"TXN-000002500","ACC-0000086","OUT","20499.00","IDR","2026-07-30T19:32:30+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-6386602","Putri Mega Lubis","ID","","DEV-000128","203.0.113.32","SETTLED"
"TXN-000002563","ACC-0000089","IN","145361.00","IDR","2026-07-30T10:20:25+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-8789423","Tono Maulana","ID","","DEV-000204","198.51.100.181","SETTLED"
"TXN-000002771","ACC-0000094","OUT","33346.00","IDR","2026-07-30T17:53:40+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-2472892","Bagus Simatupang","ID","","DEV-000487","198.51.100.60","SETTLED"
"TXN-000002863","ACC-0000097","OUT","30510.00","IDR","2026-07-30T12:53:38+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-3187854","Dra. Rina Dewi Pratama","ID","MER-00055","DEV-000412","203.0.113.229","SETTLED"
"TXN-000003328","ACC-0000111","OUT","370679.00","IDR","2026-07-30T07:31:44+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-6247865","Dra. Sari Santoso","ID","MER-00029","DEV-000295","198.51.100.139","REVERSED"
"TXN-000003330","ACC-0000111","OUT","53722.00","IDR","2026-07-30T18:08:43+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","","Zahra Wijaya","ID","","","203.0.113.194","SETTLED"
"TXN-000003567","ACC-0000120","OUT","22026.00","IDR","2026-07-30T09:26:39+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-7221012","Drs. Yuda Maulana","ID","MER-00024","DEV-000081","203.0.113.67","SETTLED"
"TXN-000003836","ACC-0000133","IN","450395.00","IDR","2026-07-30T13:11:28+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-8245773","Bagus Nugroho","ID","","DEV-000099","203.0.113.200","SETTLED"
"TXN-000003856","ACC-0000135","OUT","90682.00","IDR","2026-07-30T16:23:14+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-5088020","Hadi Halim","ID","","DEV-000263","198.51.100.123","SETTLED"
"TXN-000003906","ACC-0000136","OUT","11582.00","IDR","2026-07-30T23:08:28+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-4627325","Citra Lubis","ID","MER-00069","DEV-000209","198.51.100.191","SETTLED"
"TXN-000004078","ACC-0000144","IN","1672813.00","IDR","2026-07-30T08:17:49+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-3008192","Mega Suryadi","ID","","DEV-000055","203.0.113.204","SETTLED"
"TXN-000004156","ACC-9880281","IN","71832.00","IDR","2026-07-30T08:59:48+07:00","2026-07-30","TOPUP","WALLET_TOPUP","","Hj. Sari Situmorang","ID","","DEV-000361","198.51.100.115","SETTLED"
"TXN-000004213","ACC-0000148","OUT","53594.00","IDR","2026-07-30T13:51:29+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-7498194","Wahyu Hartono","ID","","DEV-000042","198.51.100.181","SETTLED"
"TXN-000004403","ACC-0000153","OUT","373980.00","IDR","2026-07-30T07:36:48+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-9301817","Drs. Gilang Hadi Halim","ID","","DEV-000367","198.51.100.218","SETTLED"
"TXN-000004465","ACC-0000155","IN","33358.00","IDR","2026-07-30T21:48:08+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-3108046","Yuda Kusuma","ID","","DEV-000391","198.51.100.186","SETTLED"
"TXN-000004712","ACC-0000163","OUT","184014.00","IDR","2026-07-30T20:46:02+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-1722400","Nanda Simatupang","ID","","DEV-000029","198.51.100.47","SETTLED"
"TXN-000004970","ACC-0000173","OUT","11253.00","IDR","2026-07-30T06:19:57+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-3297552","Drs. Wahyu Wijaya","ID","MER-00015","DEV-000049","203.0.113.218","SETTLED"
"TXN-000005000","ACC-0000175","OUT","18929.00","IDR","2026-07-30T18:39:54+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-3863271","Vina Setiawan","ID","","DEV-000379","198.51.100.78","SETTLED"
"TXN-000005586","ACC-0000193","OUT","20774.00","IDR","2026-07-30T18:39:44+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-5121650","Rina Maulana","ID","","DEV-000352","198.51.100.15","SETTLED"
"TXN-000005690","ACC-0000195","OUT","51739.00","IDR","2026-07-30T12:28:28+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-1899915","Rahmat Gunawan","ID","MER-00048","DEV-000015","198.51.100.51","SETTLED"
"TXN-000005731","ACC-0000198","IN","90852.00","IDR","2026-07-30T12:15:15+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-8045176","Ir. Nanda Setiawan","ID","MER-00011","DEV-000447","203.0.113.229","SETTLED"
"TXN-000005764","ACC-0000199","IN","393744.00","IDR","2026-07-30T09:41:18+07:00","2026-07-30","TOPUP","WALLET_TOPUP","","Dra. Indah Nugroho","ID","","DEV-000334","198.51.100.30","SETTLED"
"TXN-000005786","ACC-0000200","OUT","124300.00","IDR","2026-07-30T20:18:45+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-1729320","Siti Hidayat","ID","","DEV-000281","198.51.100.76","SETTLED"
"TXN-000005904","ACC-0000204","IN","46543.00","IDR","2026-07-30T07:12:31+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","","Adi Nugroho","ID","","DEV-000296","203.0.113.234","SETTLED"
"TXN-000005921","ACC-0000205","IN","16845.00","IDR","2026-07-30T20:47:47+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-9208017","Drs. Adi Halim","ID","","DEV-000296","203.0.113.242","SETTLED"
"TXN-000005967","ACC-0000206","OUT","223975.00","IDR","2026-07-30T11:06:03+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-9767484","Zahra Zahra Santoso","ID","","DEV-000024","198.51.100.252","SETTLED"
"TXN-000006349","ACC-0000220","IN","147048.00","IDR","2026-07-30T10:31:43+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-2187916","Ir. Gita Gita Halim","ID","","DEV-000473","203.0.113.151","SETTLED"
"TXN-000006555","ACC-0000226","OUT","62974.00","IDR","2026-07-30T07:22:45+07:00","2026-07-30","TRANSFER","P2P_TRANSFER","EXT-3829236","Tono Setiawan","ID","","DEV-000214","198.51.100.246","SETTLED"
"TXN-000006624","ACC-0000227","OUT","77351.00","IDR","2026-07-30T21:15:24+07:00","2026-07-30","TOPUP","WALLET_TOPUP","EXT-8279404","Ir. Wulan Setiawan","ID","","DEV-000086","198.51.100.190","SETTLED"
"TXN-000006747","ACC-0000231","OUT","450322.00","IDR","2026-07-30T16:59:25+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-1439710","Joko Yuda Permana","ID","","DEV-000086","198.51.100.78","SETTLED"
"TXN-000006913","ACC-0000238","OUT","40908.00","IDR","2026-07-30T18:53:10+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","","Umi Vina Pratama","ID","MER-00015","DEV-000219","198.51.100.86","SETTLED"
"TXN-000007122","ACC-0000248","OUT","93029.00","IDR","2026-07-30T11:01:53+07:00","2026-07-30","QRIS","MERCHANT_PAYMENT","EXT-7617339","Ayu Kusuma","ID","MER-00014","DEV-000018","203.0.113.17","SETTLED"
"TXN-000007309","ACC-0000253","OUT","37301.00","IDR","2026-07-30T12:59:30+07:00","2026-07-30","PAYMENT","BILL_PAYMENT","EXT-1387984","Drs. Wahyu Permana","ID","","DEV-000450","198.51.100.99","SETTLED"
