"source_transaction_reference","source_account_id","direction","amount_original","currency_original","value_datetime","business_date","channel","transaction_type","counterparty_reference","counterparty_name","counterparty_country","source_merchant_id","source_device_id","ip_address","status_from_source"
"TXN-000000418","ACC-0000013","OUT","177724.00","IDR","2026-06-17T10:32:40+07:00","2026-06-17","QRIS","MERCHANT_PAYMENT","EXT-4600697","Tono Halim","ID","MER-00007","DEV-000062","198.51.100.3","SETTLED"
"TXN-000000542","ACC-0000015","OUT","68596.00","IDR","2026-06-17T22:25:28+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","EXT-9503719","Hj. Dewi Ayu Siregar","ID","","DEV-000063","198.51.100.102","SETTLED"
"TXN-000000657","ACC-0000020","OUT","148315.00","IDR","2026-06-17T18:35:12+07:00","2026-06-17","TOPUP","WALLET_TOPUP","EXT-8930387","Drs. Bayu Santoso","ID","","DEV-000068","198.51.100.28","SETTLED"
"TXN-000000691","ACC-0000020","IN","111385.00","IDR","2026-06-17T15:28:29+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","EXT-4242445","Dian Santoso","ID","","DEV-000068","198.51.100.124","SETTLED"
"TXN-000000720","ACC-0000021","OUT","15791.00","IDR","2026-06-17T14:49:37+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","EXT-5953726","Tono Hidayat","ID","","","203.0.113.205","SETTLED"
"TXN-000000781","ACC-0000022","IN","10805.00","IDR","2026-06-17T14:24:47+07:00","2026-06-17","PAYMENT","BILL_PAYMENT","EXT-7682344","Anggun Nugroho","ID","","","198.51.100.187","PENDING"
"TXN-000000788","ACC-0000022","OUT","173156.00","IDR","2026-06-17T12:48:19+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","","Mega Hidayat","ID","","DEV-000010","198.51.100.56","SETTLED"
"TXN-000000827","ACC-0000023","OUT","336112.00","IDR","2026-06-17T19:34:45+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","EXT-6094487","Ir. Tono Gilang Gunawan","ID","","DEV-000086","203.0.113.196","SETTLED"
"TXN-000001059","ACC-0000029","OUT","26816.00","IDR","2026-06-17T21:47:21+07:00","2026-06-17","QRIS","MERCHANT_PAYMENT","EXT-2042573","Yuda Gilang Permana","ID","MER-00005","DEV-000028","198.51.100.189","SETTLED"
"TXN-000001134","ACC-0000031","OUT","127816.00","IDR","2026-06-17T12:52:10+07:00","2026-06-17","TOPUP","WALLET_TOPUP","EXT-8011179","Yuda Adi Hartono","ID","","DEV-000026","203.0.113.51","SETTLED"
"TXN-000001289","ACC-0000035","OUT","30810.00","IDR","2026-06-17T20:28:54+07:00","2026-06-17","QRIS","MERCHANT_PAYMENT","EXT-6482038","Dewi Indah Ramadhan","ID","MER-00003","DEV-000098","203.0.113.193","SETTLED"
"TXN-000001335","ACC-0000036","OUT","125787.00","IDR","2026-06-17T22:40:01+07:00","2026-06-17","PAYMENT","BILL_PAYMENT","EXT-6460709","Drs. Dian Siregar","ID","","DEV-000014","198.51.100.152","SETTLED"
"TXN-000001901","ACC-0000058","OUT","54407.00","IDR","2026-06-17T06:59:19+07:00","2026-06-17","QRIS","MERCHANT_PAYMENT","EXT-1136631","Siti Pratama","ID","MER-00001","DEV-000100","203.0.113.216","SETTLED"
"TXN-000001923","ACC-0000061","IN","238446.00","IDR","2026-06-17T16:38:14+07:00","2026-06-17","TRANSFER","P2P_TRANSFER","EXT-6138185","Drs. Rahmat Gilang Situmorang","ID","","DEV-000051","203.0.113.155","SETTLED"
"TXN-000002969","ACC-0000095","OUT","270026.00","IDR","2026-06-17T11:09:08+07:00","2026-06-17","TOPUP","WALLET_TOPUP","EXT-4891222","Tono Siregar","ID","","DEV-000033","203.0.113.120","SETTLED"
"TXN-000003071","ACC-0000097","OUT","260776.00","IDR","2026-06-17T14:02:51+07:00","2026-06-17","QRIS","MERCHANT_PAYMENT","EXT-2892246","Dra. Putri Lubis","ID","MER-00011","DEV-000018","203.0.113.47","SETTLED"
"TXN-000003364","ACC-0000106","OUT","21220.00","IDR","2026-06-17T20:12:22+07:00","2026-06-17","TOPUP","WALLET_TOPUP","EXT-5758068","Hj. Gita Gita Siregar","ID","","DEV-000034","198.51.100.163","SETTLED"
"TXN-000003560","ACC-0000124","IN","412003.00","IDR","2026-06-17T09:31:02+07:00","2026-06-17","PAYMENT","MERCHANT_PAYMENT","EXT-7976469","Dewi Nugroho","ID","MER-00007","DEV-000094","198.51.100.189","SETTLED"
"TXN-000004117","ACC-0000080","IN","100000000.00","IDR","2026-06-17T18:29:08+07:00","2026-06-17","CASH","CASH_DEPOSIT","EXT-4289490","Dra. Lestari Kartika Lubis","ID","","","198.51.100.162","SETTLED"
"TXN-000000260","ACC-0000008","IN","42334.00","IDR","2026-06-18T10:07:18+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-8587840","Joko Halim","ID","MER-00003","DEV-000061","198.51.100.196","SETTLED"
"TXN-000000470","ACC-0000014","OUT","329803.00","IDR","2026-06-18T20:18:47+07:00","2026-06-18","PAYMENT","BILL_PAYMENT","EXT-1860756","Hj. Wulan Setiawan","ID","","DEV-000081","198.51.100.125","SETTLED"
"TXN-000000528","ACC-0000015","OUT","474631.00","IDR","2026-06-18T16:34:35+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-1773030","Anggun Gita Saputra","ID","MER-00001","DEV-000063","203.0.113.44","SETTLED"
"TXN-000001248","ACC-0000034","OUT","340712.00","IDR","2026-06-18T20:03:37+07:00","2026-06-18","TOPUP","WALLET_TOPUP","EXT-3068227","Gita Ramadhan","ID","","DEV-000083","198.51.100.216","SETTLED"
"TXN-000001616","ACC-0000051","IN","70948.00","IDR","2026-06-18T19:28:11+07:00","2026-06-18","PAYMENT","BILL_PAYMENT","EXT-1191407","Oki Pratama","ID","","DEV-000054","203.0.113.242","SETTLED"
"TXN-000001736","ACC-0000054","IN","75420.00","IDR","2026-06-18T18:48:09+07:00","2026-06-18","TRANSFER","P2P_TRANSFER","EXT-3153915","H. Cahya Iwan Halim","ID","","DEV-000038","198.51.100.132","SETTLED"
"TXN-000001955","ACC-0000062","OUT","32557.00","IDR","2026-06-18T21:35:46+07:00","2026-06-18","PAYMENT","BILL_PAYMENT","EXT-7746837","Siti Maulana","ID","","DEV-000035","203.0.113.218","SETTLED"
"TXN-000002117","ACC-0000067","IN","75890.00","IDR","2026-06-18T10:06:48+07:00","2026-06-18","PAYMENT","BILL_PAYMENT","EXT-2670474","Tono Ramadhan","ID","","DEV-000083","203.0.113.166","SETTLED"
"TXN-000002167","ACC-0000070","IN","58685.00","IDR","2026-06-18T09:41:58+07:00","2026-06-18","TRANSFER","P2P_TRANSFER","EXT-5366423","Hj. Indah Santoso","ID","","DEV-000020","198.51.100.120","SETTLED"
"TXN-000002167","ACC-0000070","IN","58685.00","IDR","2026-06-18T09:41:58+07:00","2026-06-18","TRANSFER","P2P_TRANSFER","EXT-5366423","Hj. Indah Santoso","ID","","DEV-000020","198.51.100.120","SETTLED"
"TXN-000002449","ACC-0000081","OUT","73842.00","IDR","2026-06-18T17:15:17+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-2600724","Anggun Maulana","ID","MER-00015","DEV-000037","198.51.100.74","SETTLED"
"TXN-000002666","ACC-0000086","OUT","53638.00","IDR","2026-06-18T10:37:07+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-6824046","Oki Maulana","ID","MER-00002","DEV-000062","203.0.113.93","SETTLED"
"TXN-000002681","ACC-0000087","IN","187481.00","IDR","2026-06-18T07:44:02+07:00","2026-06-18","TOPUP","WALLET_TOPUP","EXT-5134364","Rina Permana","ID","","DEV-000094","203.0.113.163","SETTLED"
"TXN-000002756","ACC-0000089","OUT","188520.00","IDR","2026-06-18T18:06:13+07:00","2026-06-18","TRANSFER","P2P_TRANSFER","EXT-4967228","H. Rahmat Permana","ID","","DEV-000097","198.51.100.221","SETTLED"
"TXN-000002927","ACC-0000094","OUT","24112.00","IDR","2026-06-18T17:57:23+07:00","2026-06-18","TOPUP","WALLET_TOPUP","EXT-3537931","Drs. Joko Saputra","ID","","DEV-000089","198.51.100.103","SETTLED"
"TXN-000003323","ACC-0000104","OUT","39776.00","IDR","2026-06-18T21:01:53+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-1593343","Siti Permana","ID","MER-00003","DEV-000060","198.51.100.231","SETTLED"
"TXN-000003363","ACC-0000106","OUT","72689.00","IDR","2026-06-18T19:53:15+07:00","2026-06-18","QRIS","MERCHANT_PAYMENT","EXT-8413868","Putri Saputra","ID","MER-00007","DEV-000034","203.0.113.61","SETTLED"
"TXN-000003640","ACC-0000128","IN","420297.00","IDR","2026-06-18T23:08:35+07:00","2026-06-18","PAYMENT","MERCHANT_PAYMENT","EXT-4076928","H. Nanda Bagus Wijaya","ID","MER-00015","DEV-000040","198.51.100.223","SETTLED"
"TXN-000003884","ACC-0000134","IN","76878.00","IDR","2026-06-18T17:44:25+07:00","2026-06-18","PAYMENT","MERCHANT_PAYMENT","EXT-5059080","Ir. Sari Setiawan","ID","MER-00006","DEV-000059","203.0.113.233","SETTLED"
"TXN-000004109","ACC-0000089","OUT","8334128.00","IDR","2026-06-18T15:09:12+07:00","2026-06-18","TRANSFER","P2P_TRANSFER","EXT-5787437","Joko Hidayat","ID","","","203.0.113.82","SETTLED"
"TXN-000000072","ACC-0000002","IN","2973548.00","IDR","2026-06-19T19:01:40+07:00","2026-06-19","TOPUP","WALLET_TOPUP","EXT-3913752","Indah Permana","ID","","DEV-000017","198.51.100.160","SETTLED"
"TXN-000000265","ACC-0000008","OUT","9161.00","IDR","2026-06-19T19:36:43+07:00","2026-06-19","QRIS","MERCHANT_PAYMENT","EXT-7141363","Adi Situmorang","ID","MER-00004","DEV-000061","203.0.113.146","SETTLED"
"TXN-000000312","ACC-0000011","OUT","11594.00","IDR","2026-06-19T15:50:42+07:00","2026-06-19","TOPUP","WALLET_TOPUP","EXT-6844492","Bayu Bagus Hartono","ID","","DEV-000084","198.51.100.93","REVERSED"
"TXN-000000518","ACC-0000015","OUT","41547.00","IDR","2026-06-19T21:14:32+07:00","2026-06-19","QRIS","MERCHANT_PAYMENT","","Ir. Wahyu Siregar","ID","MER-00003","DEV-000063","203.0.113.124","PENDING"
"TXN-000000838","ACC-0000023","OUT","610418.00","IDR","2026-06-19T10:01:32+07:00","2026-06-19","TOPUP","WALLET_TOPUP","EXT-1835781","Rina Hartono","ID","","DEV-000086","198.51.100.108","SETTLED"
"TXN-000000943","ACC-0000025","IN","206286.00","IDR","2026-06-19T08:16:40+07:00","2026-06-19","TOPUP","WALLET_TOPUP","EXT-6534367","Ayu Santoso","ID","","DEV-000016","198.51.100.207","SETTLED"
"TXN-000001490","ACC-0000043","IN","134540.00","IDR","2026-06-19T20:15:51+07:00","2026-06-19","PAYMENT","BILL_PAYMENT","EXT-3376210","Tono Simatupang","ID","","DEV-000031","203.0.113.68","SETTLED"
"TXN-000001531","ACC-0000045","IN","197759.00","IDR","2026-06-19T11:53:05+07:00","2026-06-19","QRIS","MERCHANT_PAYMENT","EXT-5117501","Dewi Wijaya","ID","MER-00009","DEV-000095","203.0.113.80","SETTLED"
"TXN-000002567","ACC-0000084","OUT","365093.00","IDR","2026-06-19T16:13:22+07:00","2026-06-19","QRIS","MERCHANT_PAYMENT","EXT-5874872","H. Fajar Ramadhan","ID","MER-00015","DEV-000071","203.0.113.158","SETTLED"
"TXN-000002730","ACC-0000088","OUT","62448.00","IDR","2026-06-19T23:43:31+07:00","2026-06-19","TRANSFER","P2P_TRANSFER","EXT-9480333","Drs. Yuda Nugroho","ID","","DEV-000035","198.51.100.189","SETTLED"
"TXN-000002889","ACC-0000093","IN","54632.00","IDR","2026-06-19T21:57:58+07:00","2026-06-19","QRIS","MERCHANT_PAYMENT","EXT-5944538","Tono Halim","ID","MER-00015","DEV-000100","198.51.100.156","SETTLED"
"TXN-000003121","ACC-0000099","OUT","98801.00","IDR","2026-06-19T21:46:07+07:00","2026-06-19","TRANSFER","P2P_TRANSFER","EXT-5627204","Tono Gunawan","ID","","DEV-000077","203.0.113.121","SETTLED"
"TXN-000004110","ACC-0000089","OUT","8002774.00","IDR","2026-06-19T07:36:43+07:00","2026-06-19","TRANSFER","P2P_TRANSFER","EXT-9907864","Gita Halim","ID","","","198.51.100.215","SETTLED"
"TXN-000000401","ACC-0000013","OUT","204139.00","IDR","2026-06-20T12:22:16+07:00","2026-06-20","TOPUP","WALLET_TOPUP","EXT-3516360","Anggun Pratama","ID","","DEV-000062","198.51.100.228","SETTLED"
"TXN-000001044","ACC-0000029","OUT","119162.00","IDR","2026-06-20T17:25:03+07:00","2026-06-20","TOPUP","WALLET_TOPUP","EXT-2348392","Drs. Oki Gunawan","ID","","","198.51.100.135","SETTLED"
"TXN-000001355","ACC-0000040","OUT","17582.00","IDR","2026-06-20T19:43:28+07:00","2026-06-20","PAYMENT","BILL_PAYMENT","EXT-6049215","Iwan Santoso","ID","","DEV-000051","198.51.100.118","SETTLED"
"TXN-000001498","ACC-9358958","IN","604998.00","IDR","2026-06-20T19:52:40+07:00","2026-06-20","TRANSFER","P2P_TRANSFER","EXT-8085673","Gita Siti Saputra","ID","","DEV-000099","198.51.100.78","SETTLED"
"TXN-000001555","ACC-0000048","OUT","32696.00","IDR","2026-06-20T09:43:42+07:00","2026-06-20","PAYMENT","BILL_PAYMENT","EXT-2475068","Dra. Indah Putri Hartono","ID","","DEV-000049","198.51.100.96","SETTLED"
"TXN-000001963","ACC-0000063","IN","34088.00","IDR","2026-06-20T08:07:07+07:00","2026-06-20","PAYMENT","BILL_PAYMENT","EXT-4173481","Rahmat Suryadi","ID","","DEV-000002","198.51.100.227","SETTLED"
"TXN-000002060","ACC-0000065","OUT","331366.00","IDR","2026-06-20T16:00:11+07:00","2026-06-20","PAYMENT","BILL_PAYMENT","EXT-8324183","Iwan Hartono","ID","","DEV-000016","198.51.100.230","SETTLED"
"TXN-000002379","ACC-0000079","OUT","29781.00","IDR","2026-06-20T16:13:51+07:00","2026-06-20","TRANSFER","P2P_TRANSFER","EXT-1939596","H. Eka Joko Hidayat","ID","","DEV-000057","198.51.100.184","SETTLED"
"TXN-000002926","ACC-0000094","OUT","320189.00","IDR","2026-06-20T09:00:58+07:00","2026-06-20","TRANSFER","P2P_TRANSFER","EXT-8480711","Wulan Wijaya","ID","","DEV-000089","198.51.100.81","SETTLED"
"TXN-000003448","ACC-0000120","IN","52652.00","IDR","2026-06-20T20:39:47+07:00","2026-06-20","PAYMENT","MERCHANT_PAYMENT","EXT-4367628","Hj. Sari Lestari Setiawan","ID","MER-00002","DEV-000048","198.51.100.87","SETTLED"
"TXN-000003686","ACC-0000128","IN","264654.00","IDR","2026-06-20T15:01:35+07:00","2026-06-20","PAYMENT","MERCHANT_PAYMENT","EXT-2165655","Dra. Citra Umi Nugroho","ID","MER-00007","DEV-000040","198.51.100.157","SETTLED"
"TXN-000004111","ACC-0000089","OUT","8447142.00","IDR","2026-06-20T14:44:37+07:00","2026-06-20","TRANSFER","P2P_TRANSFER","EXT-9095747","Drs. Bagus Rahmat Maulana","ID","","","198.51.100.159","SETTLED"
"TXN-000004148","ACC-0000008","IN","13449716.00","IDR","2026-06-20T14:51:14+07:00","2026-06-20","REMITTANCE","P2P_TRANSFER","EXT-3373427","Gilang Situmorang","ID","","","198.51.100.127","SETTLED"
"TXN-000000124","ACC-0000005","OUT","26224.00","IDR","2026-06-21T12:18:27+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-1396110","Zahra Nugroho","ID","","DEV-000053","198.51.100.172","SETTLED"
"TXN-000000216","ACC-0000007","IN","132781.00","IDR","2026-06-21T11:27:05+07:00","2026-06-21","QRIS","MERCHANT_PAYMENT","EXT-3293387","H. Bayu Santoso","ID","MER-00010","DEV-000048","198.51.100.242","SETTLED"
"TXN-000000384","ACC-0000012","OUT","5682.00","IDR","2026-06-21T11:16:26+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-2370159","Hj. Vina Ramadhan","ID","","DEV-000076","203.0.113.194","SETTLED"
"TXN-000000411","ACC-0000013","OUT","73730.00","IDR","2026-06-21T11:16:46+07:00","2026-06-21","QRIS","MERCHANT_PAYMENT","EXT-9110494","Ir. Fajar Nugroho","ID","MER-00013","DEV-000062","203.0.113.153","SETTLED"
"TXN-000001039","ACC-0000029","IN","7900.00","IDR","2026-06-21T18:59:22+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-9277922","Umi Saputra","ID","","DEV-000028","198.51.100.137","PENDING"
"TXN-000001234","ACC-0000033","IN","477607.00","IDR","2026-06-21T13:00:44+07:00","2026-06-21","QRIS","MERCHANT_PAYMENT","EXT-2346099","Iwan Suryadi","ID","MER-00006","DEV-000083","198.51.100.77","SETTLED"
"TXN-000001831","ACC-0000057","OUT","98285.00","IDR","2026-06-21T19:50:30+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-6334592","Tono Nanda Ramadhan","ID","","DEV-000074","198.51.100.186","SETTLED"
"TXN-000002230","ACC-0000074","IN","40546.00","IDR","2026-06-21T13:43:06+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-5198648","Joko Situmorang","ID","","DEV-000088","198.51.100.29","REVERSED"
"TXN-000002423","ACC-0000080","OUT","26781.00","IDR","2026-06-21T18:05:48+07:00","2026-06-21","QRIS","MERCHANT_PAYMENT","EXT-1716715","Drs. Gilang Fajar Setiawan","ID","MER-00008","DEV-000038","198.51.100.168","SETTLED"
"TXN-000002844","ACC-0000092","OUT","34191.00","IDR","2026-06-21T08:00:53+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-4306014","Wulan Kusuma","ID","","DEV-000066","198.51.100.152","SETTLED"
"TXN-000003241","ACC-0000101","IN","156671.00","IDR","2026-06-21T11:16:37+07:00","2026-06-21","PAYMENT","BILL_PAYMENT","EXT-7874460","Tono Anggraini","ID","","","198.51.100.49","SETTLED"
"TXN-000003367","ACC-0000106","IN","110463.00","IDR","2026-06-21T18:24:19+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-5478132","Dra. Mega Situmorang","ID","","DEV-000034","203.0.113.137","SETTLED"
"TXN-000003480","ACC-0000121","IN","58451.00","IDR","2026-06-21T19:10:59+07:00","2026-06-21","PAYMENT","MERCHANT_PAYMENT","EXT-4428739","Putri Umi Anggraini","ID","MER-00004","DEV-000048","198.51.100.87","SETTLED"
"TXN-000004112","ACC-0000089","IN","8825097.00","IDR","2026-06-21T15:19:51+07:00","2026-06-21","TRANSFER","P2P_TRANSFER","EXT-5188356","Ir. Joko Nugroho","ID","","","198.51.100.170","SETTLED"
"TXN-000001515","ACC-0000045","OUT","336442.00","IDR","2026-06-22T16:55:48+07:00","2026-06-22","TOPUP","WALLET_TOPUP","EXT-5154460","Tono Bayu Lubis","ID","","DEV-000095","203.0.113.120","SETTLED"
"TXN-000001580","ACC-0000049","IN","27928.00","IDR","2026-06-22T10:35:10+07:00","2026-06-22","QRIS","MERCHANT_PAYMENT","EXT-1692529","Ir. Rina Nugroho","ID","MER-00008","DEV-000015","198.51.100.220","SETTLED"
"TXN-000002138","ACC-0000068","IN","332497.00","IDR","2026-06-22T16:24:05+07:00","2026-06-22","TRANSFER","P2P_TRANSFER","EXT-9051002","Zahra Suryadi","ID","","DEV-000080","203.0.113.145","PENDING"
"TXN-000002174","ACC-0000070","OUT","58690.00","IDR","2026-06-22T15:50:01+07:00","2026-06-22","PAYMENT","BILL_PAYMENT","EXT-6552815","Rina Santoso","ID","","DEV-000020","203.0.113.49","SETTLED"
"TXN-000002333","ACC-0000078","OUT","68339.00","IDR","2026-06-22T12:35:29+07:00","2026-06-22","PAYMENT","BILL_PAYMENT","EXT-8148389","Citra Putri Permana","ID","","DEV-000005","198.51.100.105","SETTLED"
"TXN-000002928","ACC-0000094","OUT","47620.00","IDR","2026-06-22T16:33:50+07:00","2026-06-22","QRIS","MERCHANT_PAYMENT","EXT-3125944","H. Nanda Simatupang","ID","MER-00005","DEV-000089","198.51.100.240","SETTLED"
"TXN-000002967","ACC-0000095","OUT","673077.00","IDR","2026-06-22T11:08:13+07:00","2026-06-22","QRIS","MERCHANT_PAYMENT","EXT-6329003","Dra. Anggun Hartono","ID","MER-00008","DEV-000033","203.0.113.189","SETTLED"
"TXN-000003276","ACC-0000103","OUT","272591.00","IDR","2026-06-22T11:15:38+07:00","2026-06-22","PAYMENT","BILL_PAYMENT","EXT-1988677","Oki Hartono","ID","","DEV-000083","203.0.113.49","SETTLED"
"TXN-000003682","ACC-0000128","IN","1160599.00","IDR","2026-06-22T14:36:05+07:00","2026-06-22","PAYMENT","MERCHANT_PAYMENT","EXT-6906630","Cahya Kusuma","ID","MER-00010","DEV-000044","198.51.100.68","SETTLED"
"TXN-000003900","ACC-0000134","IN","217732.00","IDR","2026-06-22T13:58:18+07:00","2026-06-22","PAYMENT","MERCHANT_PAYMENT","EXT-9556110","Ir. Cahya Suryadi","ID","MER-00005","DEV-000059","198.51.100.88","SETTLED"
"TXN-000004113","ACC-0000089","IN","8485948.00","IDR","2026-06-22T15:02:27+07:00","2026-06-22","TRANSFER","P2P_TRANSFER","EXT-9642238","Ir. Mega Simatupang","ID","","","198.51.100.140","SETTLED"
"TXN-000004156","ACC-0000021","IN","12993592.00","IDR","2026-06-22T11:24:27+07:00","2026-06-22","TRANSFER","P2P_TRANSFER","EXT-2864863","Hadi Eka Permana","ID","","","203.0.113.122","SETTLED"
"TXN-000000022","ACC-0000002","OUT","18035.00","IDR","2026-06-23T16:42:05+07:00","2026-06-23","TOPUP","WALLET_TOPUP","EXT-8357791","Hadi Hartono","ID","","DEV-000017","198.51.100.238","SETTLED"
"TXN-000000122","ACC-0000005","OUT","54969.00","IDR","2026-06-23T13:06:17+07:00","2026-06-23","TOPUP","WALLET_TOPUP","EXT-8732623","Joko Saputra","ID","","","198.51.100.175","SETTLED"
"TXN-000000130","ACC-0000005","IN","12774.00","IDR","2026-06-23T11:23:49+07:00","2026-06-23","QRIS","MERCHANT_PAYMENT","EXT-3430770","Hj. Gita Lubis","ID","MER-00007","DEV-000082","198.51.100.126","SETTLED"
"TXN-000000603","ACC-0000017","OUT","1348529.00","IDR","2026-06-23T22:07:51+07:00","2026-06-23","QRIS","MERCHANT_PAYMENT","EXT-6713337","Ir. Rahmat Permana","ID","MER-00001","DEV-000060","203.0.113.192","SETTLED"
"TXN-000000858","ACC-0000023","OUT","45167.00","IDR","2026-06-23T18:14:55+07:00","2026-06-23","TOPUP","WALLET_TOPUP","","Drs. Wahyu Wijaya","ID","","DEV-000086","203.0.113.155","SETTLED"
"TXN-000001018","ACC-0000027","OUT","200012.00","IDR","2026-06-23T22:10:34+07:00","2026-06-23","QRIS","MERCHANT_PAYMENT","EXT-9464507","Ir. Gita Zahra Wijaya","ID","MER-00001","DEV-000014","198.51.100.185","SETTLED"
"TXN-000001077","ACC-0000029","IN","277823.00","IDR","2026-06-23T10:27:46+07:00","2026-06-23","QRIS","MERCHANT_PAYMENT","EXT-9056021","Sari Kusuma","ID","MER-00004","","203.0.113.214","SETTLED"
"TXN-000001859","ACC-0000057","OUT","1574.00","IDR","2026-06-23T21:20:00+07:00","2026-06-23","TOPUP","WALLET_TOPUP","EXT-2465919","Rahmat Lubis","ID","","DEV-000074","203.0.113.184","SETTLED"
"TXN-000001941","ACC-0000061","OUT","560665.00","IDR","2026-06-23T15:41:08+07:00","2026-06-23","PAYMENT","BILL_PAYMENT","EXT-9484958","Putri Anggun Permana","ID","","DEV-000051","203.0.113.235","SETTLED"
"TXN-000002187","ACC-0000070","OUT","153129.00","IDR","2026-06-23T18:20:49+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-8027707","Yuda Halim","ID","","DEV-000020","198.51.100.247","SETTLED"
"TXN-000002243","ACC-0000072","OUT","484273.00","IDR","2026-06-23T08:44:05+07:00","2026-06-23","PAYMENT","BILL_PAYMENT","EXT-7100723","Ayu Kusuma","ID","","DEV-000088","203.0.113.121","SETTLED"
"TXN-000002303","ACC-0000076","OUT","78823.00","IDR","2026-06-23T09:56:12+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-1422962","Joko Eka Saputra","ID","","DEV-000067","203.0.113.46","SETTLED"
"TXN-000002503","ACC-0000083","OUT","23805.00","IDR","2026-06-23T20:51:07+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-8296159","Ir. Siti Sari Gunawan","ID","","DEV-000010","198.51.100.64","SETTLED"
"TXN-000003050","ACC-0000097","OUT","24264.00","IDR","2026-06-23T19:12:18+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-2980503","Iwan Hidayat","ID","","DEV-000018","203.0.113.193","SETTLED"
"TXN-000003376","ACC-0000106","OUT","17118.00","IDR","2026-06-23T10:52:59+07:00","2026-06-23","QRIS","MERCHANT_PAYMENT","EXT-7884933","Kartika Anggraini","ID","MER-00001","DEV-000034","203.0.113.208","SETTLED"
"TXN-000003556","ACC-0000124","IN","341978.00","IDR","2026-06-23T20:37:30+07:00","2026-06-23","PAYMENT","MERCHANT_PAYMENT","EXT-1953833","H. Adi Cahya Suryadi","ID","MER-00007","DEV-000030","198.51.100.9","SETTLED"
"TXN-000003728","ACC-0000130","IN","140901.00","IDR","2026-06-23T20:10:29+07:00","2026-06-23","PAYMENT","MERCHANT_PAYMENT","EXT-4899943","Zahra Nugroho","ID","MER-00002","DEV-000071","198.51.100.150","SETTLED"
"TXN-000003914","ACC-0000035","IN","250045779.00","IDR","2026-06-23T09:38:27+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-1090443","Drs. Cahya Oki Simatupang","ID","","","198.51.100.91","SETTLED"
"TXN-000003915","ACC-0000035","OUT","241710367.00","IDR","2026-06-23T13:38:27+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-4911464","Ir. Mega Hidayat","ID","","","198.51.100.159","PENDING"
"TXN-000004114","ACC-0000089","IN","9187096.00","IDR","2026-06-23T10:50:21+07:00","2026-06-23","TRANSFER","P2P_TRANSFER","EXT-1868219","Anggun Vina Anggraini","ID","","","198.51.100.43","SETTLED"
"TXN-000004153","ACC-0000124","IN","100000000.00","IDR","2026-06-23T19:41:12+07:00","2026-06-23","CASH","CASH_DEPOSIT","EXT-6666491","Joko Hartono","ID","","","203.0.113.250","SETTLED"
"TXN-000000316","ACC-0000011","IN","190588.00","IDR","2026-06-24T16:16:58+07:00","2026-06-24","QRIS","MERCHANT_PAYMENT","EXT-8689438","H. Cahya Hartono","ID","MER-00003","DEV-000084","198.51.100.210","SETTLED"
"TXN-000000559","ACC-0000016","IN","53974.00","IDR","2026-06-24T11:43:45+07:00","2026-06-24","QRIS","MERCHANT_PAYMENT","EXT-3941754","Dian Suryadi","ID","MER-00007","","198.51.100.20","SETTLED"
"TXN-000000880","ACC-0000024","OUT","17528.00","IDR","2026-06-24T10:36:37+07:00","2026-06-24","TOPUP","WALLET_TOPUP","EXT-9372760","Ir. Bagus Tono Hartono","ID","","DEV-000025","198.51.100.71","SETTLED"
"TXN-000001029","ACC-0000029","IN","67702.00","IDR","2026-06-24T22:16:57+07:00","2026-06-24","TOPUP","WALLET_TOPUP","EXT-9290004","Dra. Dewi Maulana","ID","","DEV-000028","203.0.113.134","SETTLED"
"TXN-000001075","ACC-0000028","OUT","157468.00","IDR","2026-06-24T09:08:36+07:00","2026-06-24","TOPUP","WALLET_TOPUP","EXT-7347262","Drs. Bayu Maulana","ID","","DEV-000028","203.0.113.126","SETTLED"
