"source_bo_id","source_business_id","full_name","date_of_birth","nationality","ownership_percentage","control_type","declared_date"
"BO-01223","BUS-00530","H. Fajar Ramadhan","1999-11-22","ID","15.00","VOTING_RIGHTS","2024-01-18"
"BO-01224","BUS-00530","Dra. Putri Umi Anggraini","1989-05-22","ID","60.22","VOTING_RIGHTS","2025-06-24"
"BO-01225","BUS-00532","Adi Iwan Gunawan","1991-11-21","ID","70.54","VOTING_RIGHTS","2025-02-26"
"BO-01226","BUS-00532","Ir. Umi Setiawan","1971-08-09","ID","18.85","BOARD_CONTROL","2025-03-13"
"BO-01227","BUS-00532","Anggun Kusuma","1974-02-01","ID","10.50","OWNERSHIP","2025-08-25"
"BO-01228","BUS-00533","Gilang Halim","1995-08-19","ID","69.60","OTHER_SIGNIFICANT_INFLUENCE","2025-07-04"
"BO-01229","BUS-00533","Yuda Siregar","1966-08-15","ID","30.40","VOTING_RIGHTS","2023-11-11"
"BO-01230","BUS-00534","Drs. Hadi Setiawan","1963-10-28","ID","100.00","BOARD_CONTROL","2025-07-06"
"BO-01231","BUS-00535","Ir. Siti Siregar","1992-07-18","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-12-19"
"BO-01232","BUS-00536","Dewi Maulana","1997-04-05","ID","22.15","VOTING_RIGHTS","2024-02-16"
"BO-01233","BUS-00536","Wulan Halim","1987-04-20","ID","50.49","BOARD_CONTROL","2025-08-07"
"BO-01234","BUS-00536","Dra. Vina Halim","1983-01-26","ID","15.18","BOARD_CONTROL","2025-03-13"
"BO-01235","BUS-00536","Tono Rahmat Simatupang","1975-02-24","ID","12.18","BOARD_CONTROL","2024-03-26"
"BO-01236","BUS-00537","Dian Santoso","1998-02-23","ID","53.86","BOARD_CONTROL","2024-02-28"
"BO-01237","BUS-00537","Dra. Putri Kartika Saputra","1982-10-09","ID","32.81","VOTING_RIGHTS","2024-01-26"
"BO-01238","BUS-00537","Dewi Permana","1974-05-23","ID","10.18","OWNERSHIP","2024-01-29"
"BO-01239","BUS-00538","Citra Anggun Ramadhan","1996-07-14","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-10-29"
"BO-01240","BUS-00539","Ir. Yuda Situmorang","1994-01-24","ID","18.25","OWNERSHIP","2025-04-03"
"BO-01241","BUS-00539","Ayu Santoso","1988-11-28","ID","81.75","BOARD_CONTROL","2024-06-09"
"BO-01242","BUS-00540","Ir. Nanda Ramadhan","1984-06-05","ID","46.63","VOTING_RIGHTS","2025-07-03"
"BO-01243","BUS-00540","Dra. Gita Siregar","1973-01-17","ID","53.37","OTHER_SIGNIFICANT_INFLUENCE","2024-08-17"
"BO-01244","BUS-00541","H. Hadi Lubis","1986-07-20","ID","100.00","OWNERSHIP","2025-10-30"
"BO-01245","BUS-00542","Drs. Yuda Kusuma","1966-09-21","ID","100.00","OWNERSHIP","2025-09-16"
"BO-01246","BUS-00543","Dian Permana","1977-12-04","ID","32.18","OTHER_SIGNIFICANT_INFLUENCE","2025-07-02"
"BO-01247","BUS-00543","H. Cahya Gunawan","1987-08-10","ID","41.01","VOTING_RIGHTS","2024-07-20"
"BO-01248","BUS-00543","Bagus Dian Suryadi","1993-01-09","ID","14.76","VOTING_RIGHTS","2023-12-27"
"BO-01249","BUS-00543","Yuda Lubis","1981-03-03","ID","12.05","BOARD_CONTROL","2025-07-24"
"BO-01250","BUS-00544","Dra. Vina Lubis","1974-11-05","ID","78.74","OTHER_SIGNIFICANT_INFLUENCE","2025-07-17"
"BO-01251","BUS-00544","Gilang Oki Hidayat","1993-06-01","ID","10.56","BOARD_CONTROL","2024-03-20"
"BO-01252","BUS-00544","H. Bagus Gunawan","1975-04-27","ID","10.70","OWNERSHIP","2025-11-26"
"BO-01253","BUS-00545","Drs. Wahyu Wijaya","1967-07-22","ID","14.48","OWNERSHIP","2025-04-12"
"BO-01254","BUS-00545","H. Eka Wijaya","1997-08-11","ID","85.52","OTHER_SIGNIFICANT_INFLUENCE","2025-05-31"
"BO-01255","BUS-00546","Citra Sari Gunawan","1958-10-05","ID","100.00","OWNERSHIP","2026-02-01"
"BO-01256","BUS-00547","Ir. Sari Saputra","1979-06-18","ID","73.30","OTHER_SIGNIFICANT_INFLUENCE","2025-09-02"
"BO-01257","BUS-00547","Bayu Fajar Lubis","1978-10-07","ID","12.55","VOTING_RIGHTS","2024-09-27"
"BO-01258","BUS-00547","Nanda Hadi Wijaya","1969-07-05","ID","10.15","OWNERSHIP","2024-07-26"
"BO-01259","BUS-00548","Siti Lubis","1999-11-22","ID","100.00","OWNERSHIP","2025-03-02"
"BO-01260","BUS-00549","Drs. Fajar Siregar","1970-10-23","ID","25.18","VOTING_RIGHTS","2025-12-18"
"BO-01261","BUS-00549","Dra. Vina Setiawan","1991-11-14","ID","30.93","OTHER_SIGNIFICANT_INFLUENCE","2025-05-25"
"BO-01262","BUS-00549","Yuda Siregar","1990-07-06","ID","27.49","OWNERSHIP","2025-08-28"
"BO-01263","BUS-00549","H. Bayu Simatupang","1992-03-27","ID","16.40","BOARD_CONTROL","2026-02-05"
"BO-01264","BUS-00550","Drs. Bayu Setiawan","1982-02-16","ID","32.00","OTHER_SIGNIFICANT_INFLUENCE","2024-05-29"
"BO-01265","BUS-00550","Eka Hartono","1967-09-02","ID","17.83","OWNERSHIP","2024-05-26"
"BO-01266","BUS-00550","Drs. Joko Gunawan","1982-04-06","ID","50.17","VOTING_RIGHTS","2024-10-13"
"BO-01267","BUS-00551","Mega Ramadhan","1965-05-25","ID","35.55","VOTING_RIGHTS","2025-05-25"
"BO-01268","BUS-00551","Hj. Anggun Dewi Situmorang","1994-12-23","ID","20.63","VOTING_RIGHTS","2024-01-28"
"BO-01269","BUS-00551","Ir. Gilang Joko Maulana","1986-10-27","ID","26.26","OWNERSHIP","2025-11-15"
"BO-01270","BUS-00551","Bayu Wijaya","1990-08-11","ID","17.56","OWNERSHIP","2024-11-03"
"BO-01271","BUS-00552","Dian Bagus Anggraini","1962-06-25","ID","51.33","OWNERSHIP","2023-11-16"
"BO-01272","BUS-00552","Fajar Situmorang","1963-07-02","ID","36.03","OTHER_SIGNIFICANT_INFLUENCE","2025-06-13"
"BO-01273","BUS-00552","Iwan Permana","1981-06-15","ID","12.64","BOARD_CONTROL","2025-02-21"
"BO-01274","BUS-00553","Drs. Tono Adi Wijaya","1970-03-21","ID","100.00","OWNERSHIP","2026-02-02"
"BO-01275","BUS-00554","Bayu Nugroho","1997-05-26","ID","34.41","BOARD_CONTROL","2025-07-01"
"BO-01276","BUS-00554","H. Nanda Lubis","1956-10-06","ID","28.80","VOTING_RIGHTS","2025-12-18"
"BO-01277","BUS-00554","Drs. Adi Wijaya","1955-01-09","ID","36.79","OWNERSHIP","2025-12-02"
"BO-01278","BUS-00555","Lestari Anggraini","1982-06-22","ID","100.00","OWNERSHIP","2023-12-27"
"BO-01279","BUS-00556","Ir. Oki Kusuma","1980-11-27","ID","100.00","VOTING_RIGHTS","2024-12-04"
"BO-01280","BUS-00557","Vina Gunawan","1977-08-09","ID","32.11","VOTING_RIGHTS","2024-12-21"
"BO-01281","BUS-00557","Citra Mega Simatupang","1974-06-24","ID","21.71","OWNERSHIP","2026-01-26"
"BO-01282","BUS-00557","Dian Bagus Wijaya","1958-10-11","ID","13.18","OWNERSHIP","2024-08-05"
"BO-01283","BUS-00557","Gilang Suryadi","1985-05-03","ID","33.00","OTHER_SIGNIFICANT_INFLUENCE","2025-01-04"
"BO-01284","BUS-00558","Putri Situmorang","1965-02-14","ID","78.63","VOTING_RIGHTS","2025-10-09"
"BO-01285","BUS-00558","Kartika Halim","1984-04-17","ID","10.10","VOTING_RIGHTS","2024-05-14"
"BO-01286","BUS-00558","Joko Hartono","1956-08-15","ID","10.68","OTHER_SIGNIFICANT_INFLUENCE","2024-07-29"
"BO-01287","BUS-00559","Vina Hidayat","1976-07-10","ID","35.45","OTHER_SIGNIFICANT_INFLUENCE","2023-11-14"
"BO-01288","BUS-00559","Fajar Setiawan","1957-03-16","ID","51.73","OWNERSHIP","2025-10-19"
"BO-01289","BUS-00559","Ir. Mega Setiawan","1968-01-19","ID","10.96","OWNERSHIP","2024-03-05"
"BO-01290","BUS-00560","Drs. Gilang Situmorang","1996-11-25","ID","55.98","VOTING_RIGHTS","2025-07-22"
"BO-01291","BUS-00560","Ir. Siti Gita Saputra","1974-03-09","ID","44.02","OWNERSHIP","2025-09-26"
"BO-01292","BUS-00561","Zahra Maulana","1963-08-14","ID","67.68","VOTING_RIGHTS","2024-07-06"
"BO-01293","BUS-00561","Dra. Siti Kusuma","1985-06-23","ID","32.32","OWNERSHIP","2026-01-13"
"BO-01294","BUS-00562","Ir. Zahra Suryadi","1955-07-17","ID","100.00","OWNERSHIP","2023-11-25"
"BO-01295","BUS-00563","Zahra Wijaya","1982-08-27","ID","100.00","BOARD_CONTROL","2025-11-22"
"BO-01296","BUS-00564","Citra Maulana","1958-04-11","ID","30.31","VOTING_RIGHTS","2025-10-13"
"BO-01297","BUS-00564","Ir. Indah Zahra Wijaya","1977-12-26","ID","18.66","OWNERSHIP","2023-10-20"
"BO-01298","BUS-00564","Hadi Pratama","1999-06-01","ID","51.03","OTHER_SIGNIFICANT_INFLUENCE","2025-07-11"
"BO-01299","BUS-00565","Hj. Wulan Ayu Hartono","1955-01-16","ID","20.98","VOTING_RIGHTS","2024-03-26"
"BO-01300","BUS-00565","Rahmat Nanda Ramadhan","1958-03-02","ID","46.15","BOARD_CONTROL","2024-06-22"
"BO-01301","BUS-00565","Mega Anggun Santoso","1970-05-28","ID","32.87","OWNERSHIP","2025-08-19"
"BO-01302","BUS-00566","Lestari Maulana","1979-12-03","ID","76.47","BOARD_CONTROL","2025-10-08"
"BO-01303","BUS-00566","Ayu Suryadi","1966-05-27","ID","23.53","OWNERSHIP","2024-02-23"
"BO-01304","BUS-00567","Ir. Wulan Hartono","1995-07-15","ID","40.15","OTHER_SIGNIFICANT_INFLUENCE","2024-02-01"
"BO-01305","BUS-00567","Hj. Mega Dewi Ramadhan","1977-09-06","ID","59.85","VOTING_RIGHTS","2023-11-29"
"BO-01306","BUS-00569","Zahra Mega Gunawan","1971-05-26","ID","100.00","BOARD_CONTROL","2023-12-10"
"BO-01307","BUS-00570","Hj. Lestari Gunawan","1973-08-03","ID","100.00","BOARD_CONTROL","2023-12-16"
"BO-01308","BUS-00571","Wahyu Saputra","1993-12-06","ID","87.89","OTHER_SIGNIFICANT_INFLUENCE","2024-10-11"
"BO-01309","BUS-00571","Dian Saputra","1989-03-03","ID","10.16","BOARD_CONTROL","2025-03-20"
"BO-01310","BUS-00572","Drs. Iwan Pratama","1978-05-05","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-12-17"
"BO-01311","BUS-00573","Joko Lubis","1971-11-27","ID","67.18","VOTING_RIGHTS","2026-01-31"
"BO-01312","BUS-00573","Bayu Ramadhan","1959-06-01","ID","18.34","BOARD_CONTROL","2025-01-08"
"BO-01313","BUS-00573","Indah Vina Maulana","1973-05-20","ID","14.48","OTHER_SIGNIFICANT_INFLUENCE","2024-05-23"
"BO-01314","BUS-00574","Kartika Pratama","1983-03-24","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-03-28"
"BO-01315","BUS-00575","Wulan Saputra","1967-12-25","ID","37.66","VOTING_RIGHTS","2025-05-31"
"BO-01316","BUS-00575","Ir. Eka Simatupang","1969-08-14","ID","45.79","OTHER_SIGNIFICANT_INFLUENCE","2026-01-10"
"BO-01317","BUS-00575","Kartika Pratama","1986-02-20","ID","10.16","BOARD_CONTROL","2023-11-25"
"BO-01318","BUS-00576","Dra. Kartika Suryadi","1970-09-10","ID","28.94","OWNERSHIP","2024-04-04"
"BO-01319","BUS-00576","Ir. Dewi Lubis","1964-04-12","ID","41.07","VOTING_RIGHTS","2025-08-07"
"BO-01320","BUS-00576","Wulan Ramadhan","1973-04-24","ID","13.50","BOARD_CONTROL","2024-04-28"
"BO-01321","BUS-00576","Anggun Suryadi","1986-01-15","ID","16.49","BOARD_CONTROL","2025-09-06"
"BO-01322","BUS-00577","Putri Pratama","1955-05-10","ID","82.97","VOTING_RIGHTS","2024-03-31"
"BO-01323","BUS-00577","Anggun Pratama","1988-09-17","ID","17.03","BOARD_CONTROL","2025-01-07"
"BO-01324","BUS-00578","Zahra Kartika Nugroho","1982-05-12","ID","73.58","BOARD_CONTROL","2024-12-06"
"BO-01325","BUS-00578","Tono Halim","1969-09-17","ID","14.10","OWNERSHIP","2025-10-01"
"BO-01326","BUS-00578","Fajar Gunawan","1959-02-10","ID","12.32","BOARD_CONTROL","2024-03-03"
"BO-01327","BUS-00579","Cahya Hartono","1970-01-17","ID","68.31","BOARD_CONTROL","2025-05-29"
"BO-01328","BUS-00579","Oki Simatupang","1976-01-26","ID","19.13","OTHER_SIGNIFICANT_INFLUENCE","2024-09-29"
"BO-01329","BUS-00579","Gita Sari Halim","1970-05-08","ID","12.56","BOARD_CONTROL","2024-01-18"
"BO-01330","BUS-00580","Dian Saputra","1965-07-22","ID","25.31","OWNERSHIP","2025-06-01"
"BO-01331","BUS-00580","Hj. Dewi Saputra","1974-10-08","ID","38.55","OTHER_SIGNIFICANT_INFLUENCE","2025-08-11"
"BO-01332","BUS-00580","Ayu Setiawan","1967-05-13","ID","36.14","BOARD_CONTROL","2025-11-08"
"BO-01333","BUS-00581","Tono Fajar Lubis","1978-02-19","ID","59.47","OTHER_SIGNIFICANT_INFLUENCE","2024-09-20"
"BO-01334","BUS-00581","Dra. Rina Halim","1972-05-21","ID","10.72","OTHER_SIGNIFICANT_INFLUENCE","2025-02-27"
"BO-01335","BUS-00581","Vina Setiawan","1972-04-16","ID","29.81","VOTING_RIGHTS","2025-07-14"
"BO-01336","BUS-00582","Anggun Gunawan","1983-06-21","ID","89.66","BOARD_CONTROL","2024-02-07"
"BO-01337","BUS-00582","Dra. Anggun Gunawan","1963-02-14","ID","10.85","VOTING_RIGHTS","2023-12-16"
"BO-01338","BUS-00583","Ir. Rahmat Saputra","1994-08-05","ID","100.00","VOTING_RIGHTS","2025-11-26"
"BO-01339","BUS-00584","Bagus Santoso","1991-04-06","ID","17.00","OTHER_SIGNIFICANT_INFLUENCE","2025-05-12"
"BO-01340","BUS-00584","Cahya Rahmat Saputra","1994-11-23","ID","66.00","OWNERSHIP","2025-02-18"
"BO-01341","BUS-00584","Dra. Citra Anggraini","1964-08-14","ID","17.00","OTHER_SIGNIFICANT_INFLUENCE","2026-03-02"
"BO-01342","BUS-00586","Oki Gunawan","1975-07-13","ID","43.50","OWNERSHIP","2025-05-20"
"BO-01343","BUS-00586","Hj. Putri Siregar","1963-08-16","ID","56.50","OWNERSHIP","2024-06-06"
"BO-01344","BUS-00587","Ir. Bagus Situmorang","1982-11-12","ID","33.02","BOARD_CONTROL","2024-02-05"
"BO-01345","BUS-00587","Nanda Anggraini","1964-05-07","ID","36.78","OWNERSHIP","2025-04-24"
"BO-01346","BUS-00587","Sari Halim","1994-12-10","ID","30.20","BOARD_CONTROL","2023-11-10"
"BO-01347","BUS-00588","Wahyu Wijaya","1981-08-25","ID","11.59","OWNERSHIP","2025-03-16"
"BO-01348","BUS-00588","Lestari Situmorang","1973-02-21","ID","35.93","OWNERSHIP","2023-11-24"
"BO-01349","BUS-00588","Gilang Siregar","1966-05-14","ID","52.48","OWNERSHIP","2023-11-08"
"BO-01350","BUS-00589","Drs. Yuda Ramadhan","1973-04-07","ID","43.63","VOTING_RIGHTS","2024-06-28"
"BO-01351","BUS-00589","Ayu Permana","1989-10-14","ID","32.96","OTHER_SIGNIFICANT_INFLUENCE","2025-03-10"
"BO-01352","BUS-00589","Ir. Wahyu Hartono","1983-06-20","ID","23.41","OTHER_SIGNIFICANT_INFLUENCE","2023-10-19"
"BO-01353","BUS-00590","Anggun Hartono","1998-12-18","ID","27.41","OTHER_SIGNIFICANT_INFLUENCE","2025-03-05"
"BO-01354","BUS-00590","Ir. Ayu Saputra","1956-03-07","ID","72.59","OWNERSHIP","2024-08-04"
"BO-01355","BUS-00591","Gita Siregar","1992-11-14","ID","60.67","BOARD_CONTROL","2026-01-11"
"BO-01356","BUS-00591","Nanda Setiawan","1975-06-01","ID","39.33","OTHER_SIGNIFICANT_INFLUENCE","2024-10-27"
"BO-01357","BUS-00592","Vina Anggraini","1967-12-18","ID","100.00","BOARD_CONTROL","2026-01-17"
"BO-01358","BUS-00593","Cahya Hidayat","1978-12-12","ID","87.02","VOTING_RIGHTS","2024-01-24"
"BO-01359","BUS-00593","Dra. Vina Santoso","1998-11-16","ID","10.99","BOARD_CONTROL","2025-01-27"
"BO-01360","BUS-00594","Indah Kusuma","1972-05-15","ID","100.00","BOARD_CONTROL","2024-01-12"
"BO-01361","BUS-00595","Ir. Bayu Santoso","1995-05-06","ID","35.07","VOTING_RIGHTS","2025-01-25"
"BO-01362","BUS-00595","Ir. Adi Bayu Setiawan","1975-03-05","ID","64.93","OWNERSHIP","2025-04-11"
"BO-01363","BUS-00596","Anggun Gunawan","1993-05-28","ID","63.11","OWNERSHIP","2025-08-25"
"BO-01364","BUS-00596","H. Hadi Gilang Setiawan","1970-06-15","ID","16.73","OWNERSHIP","2024-01-30"
"BO-01365","BUS-00596","Ir. Tono Ramadhan","1968-07-26","ID","10.99","BOARD_CONTROL","2025-09-10"
"BO-01366","BUS-00597","Lestari Gunawan","1978-02-18","ID","77.92","OTHER_SIGNIFICANT_INFLUENCE","2025-05-15"
"BO-01367","BUS-00597","Lestari Sari Hidayat","1971-09-21","ID","11.10","VOTING_RIGHTS","2025-10-26"
"BO-01368","BUS-00597","Zahra Anggraini","1980-06-19","ID","10.98","VOTING_RIGHTS","2024-01-03"
"BO-01369","BUS-00598","Dian Santoso","1966-06-17","ID","88.63","BOARD_CONTROL","2025-04-28"
"BO-01370","BUS-00598","Ir. Citra Situmorang","1978-12-15","ID","10.00","OWNERSHIP","2025-12-05"
"BO-01371","BUS-00599","Umi Maulana","1959-12-03","ID","44.20","BOARD_CONTROL","2025-10-23"
"BO-01372","BUS-00599","Wulan Anggraini","1975-03-05","ID","55.80","BOARD_CONTROL","2024-02-20"
"BO-01373","BUS-00600","Dra. Anggun Kartika Ramadhan","1970-01-18","ID","30.02","OTHER_SIGNIFICANT_INFLUENCE","2024-02-11"
"BO-01374","BUS-00600","Ir. Wulan Ayu Halim","1995-10-03","ID","52.94","BOARD_CONTROL","2025-05-13"
"BO-01375","BUS-00600","Zahra Halim","1972-06-01","ID","10.42","OWNERSHIP","2024-11-26"
"BO-01376","BUS-00601","Oki Nugroho","1986-05-11","ID","49.48","OTHER_SIGNIFICANT_INFLUENCE","2025-05-29"
"BO-01377","BUS-00601","Ir. Nanda Joko Halim","1997-02-16","ID","50.52","OWNERSHIP","2024-08-15"
"BO-01378","BUS-00602","Drs. Adi Situmorang","1987-05-14","ID","88.55","BOARD_CONTROL","2024-11-28"
"BO-01379","BUS-00602","Eka Dian Hartono","1993-08-16","ID","11.45","OWNERSHIP","2024-02-05"
"BO-01380","BUS-00603","Dewi Hidayat","1965-09-08","ID","86.53","OWNERSHIP","2025-10-08"
"BO-01381","BUS-00603","Dewi Maulana","1966-08-28","ID","10.28","OTHER_SIGNIFICANT_INFLUENCE","2024-08-06"
"BO-01382","BUS-00604","Gilang Wijaya","1981-06-07","ID","50.07","OTHER_SIGNIFICANT_INFLUENCE","2024-02-14"
"BO-01383","BUS-00604","Ir. Tono Nugroho","1970-11-09","ID","49.93","VOTING_RIGHTS","2024-03-13"
"BO-01384","BUS-00605","Siti Gunawan","1979-01-15","ID","100.00","OWNERSHIP","2024-01-29"
"BO-01385","BUS-00607","Hj. Mega Dewi Hartono","1975-01-09","ID","74.55","OTHER_SIGNIFICANT_INFLUENCE","2025-07-18"
"BO-01386","BUS-00607","Bagus Gunawan","1955-03-07","ID","25.45","OWNERSHIP","2024-09-30"
"BO-01387","BUS-00608","Lestari Halim","1987-09-19","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-11-16"
"BO-01388","BUS-00609","Eka Situmorang","1988-12-27","ID","100.00","VOTING_RIGHTS","2024-12-05"
"BO-01389","BUS-00610","Ir. Gita Hartono","1988-02-28","ID","100.00","BOARD_CONTROL","2024-10-17"
"BO-01390","BUS-00611","Adi Joko Siregar","1956-10-01","ID","78.83","OWNERSHIP","2024-02-20"
"BO-01391","BUS-00611","Dewi Pratama","1965-04-17","ID","21.17","OWNERSHIP","2025-06-19"
"BO-01392","BUS-00612","Hj. Mega Lestari Siregar","1998-03-14","ID","43.79","BOARD_CONTROL","2024-12-10"
"BO-01393","BUS-00612","Yuda Kusuma","1957-02-21","ID","15.02","VOTING_RIGHTS","2024-05-01"
"BO-01394","BUS-00612","Wahyu Setiawan","1964-08-28","ID","10.78","VOTING_RIGHTS","2025-06-18"
"BO-01395","BUS-00612","Ir. Yuda Hartono","1980-06-23","ID","30.41","OWNERSHIP","2025-08-18"
"BO-01396","BUS-00613","Ir. Gita Permana","1966-01-28","ID","46.23","VOTING_RIGHTS","2024-07-18"
"BO-01397","BUS-00613","Adi Halim","1970-12-16","ID","53.77","BOARD_CONTROL","2024-06-30"
"BO-01398","BUS-00614","Umi Ramadhan","1985-11-11","ID","20.59","OTHER_SIGNIFICANT_INFLUENCE","2025-05-09"
"BO-01399","BUS-00614","Gita Dewi Wijaya","1992-02-12","ID","47.92","VOTING_RIGHTS","2025-03-16"
"BO-01400","BUS-00614","Dra. Sari Mega Wijaya","1981-01-16","ID","15.49","OWNERSHIP","2024-06-09"
"BO-01401","BUS-00614","Fajar Suryadi","1965-12-16","ID","16.00","OTHER_SIGNIFICANT_INFLUENCE","2024-05-06"
"BO-01402","BUS-00615","Ir. Wahyu Fajar Halim","1998-06-27","ID","24.07","VOTING_RIGHTS","2025-05-16"
"BO-01403","BUS-00615","Ir. Hadi Gunawan","1983-12-02","ID","48.23","OTHER_SIGNIFICANT_INFLUENCE","2025-06-19"
"BO-01404","BUS-00615","Ir. Ayu Gunawan","1995-03-16","ID","27.70","OTHER_SIGNIFICANT_INFLUENCE","2024-04-01"
"BO-01405","BUS-00616","Fajar Joko Situmorang","1983-02-09","ID","84.85","OWNERSHIP","2025-06-10"
"BO-01406","BUS-00616","Dra. Gita Indah Siregar","1985-01-27","ID","10.13","OTHER_SIGNIFICANT_INFLUENCE","2025-11-06"
"BO-01407","BUS-00617","Iwan Kusuma","1994-02-04","ID","20.67","OTHER_SIGNIFICANT_INFLUENCE","2024-02-05"
"BO-01408","BUS-00617","Ir. Rina Umi Nugroho","1983-09-21","ID","55.95","OWNERSHIP","2024-04-08"
"BO-01409","BUS-00617","Ir. Dian Hidayat","1955-05-28","ID","10.85","BOARD_CONTROL","2025-04-12"
"BO-01410","BUS-00617","H. Iwan Yuda Siregar","1971-10-24","ID","12.53","OWNERSHIP","2025-02-10"
"BO-01411","BUS-00618","Dra. Gita Ramadhan","1959-09-19","ID","22.42","OWNERSHIP","2025-05-07"
"BO-01412","BUS-00618","Drs. Adi Adi Santoso","1979-08-10","ID","50.62","OWNERSHIP","2024-06-04"
"BO-01413","BUS-00618","Sari Lubis","1998-02-27","ID","16.57","OTHER_SIGNIFICANT_INFLUENCE","2025-08-13"
"BO-01414","BUS-00618","Dra. Putri Suryadi","1965-01-23","ID","10.39","BOARD_CONTROL","2023-10-17"
"BO-01415","BUS-00619","Gilang Simatupang","1979-10-19","ID","12.69","VOTING_RIGHTS","2025-10-21"
"BO-01416","BUS-00619","H. Iwan Pratama","1986-12-03","ID","60.03","BOARD_CONTROL","2025-12-30"
"BO-01417","BUS-00619","Siti Mega Permana","1994-11-12","ID","16.17","BOARD_CONTROL","2024-12-21"
"BO-01418","BUS-00619","Hj. Zahra Permana","1969-08-14","ID","11.11","BOARD_CONTROL","2025-11-27"
"BO-01419","BUS-00620","Bayu Nugroho","1985-12-15","ID","45.71","OTHER_SIGNIFICANT_INFLUENCE","2026-01-23"
"BO-01420","BUS-00620","Ir. Tono Suryadi","1966-04-01","ID","54.29","VOTING_RIGHTS","2024-07-16"
"BO-01421","BUS-00621","Siti Wijaya","1979-05-19","ID","76.47","VOTING_RIGHTS","2024-03-09"
"BO-01422","BUS-00621","Dra. Vina Mega Permana","1994-10-14","ID","23.53","BOARD_CONTROL","2024-12-24"
"BO-01423","BUS-00622","Iwan Joko Gunawan","1998-05-28","ID","18.23","VOTING_RIGHTS","2025-02-18"
"BO-01424","BUS-00622","Hj. Wulan Simatupang","1974-02-13","ID","81.77","OWNERSHIP","2024-06-11"
"BO-01425","BUS-00623","H. Nanda Santoso","1990-01-08","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-07-27"
"BO-01426","BUS-00624","Yuda Bayu Setiawan","1986-10-05","ID","82.41","BOARD_CONTROL","2024-11-05"
"BO-01427","BUS-00624","Ir. Iwan Anggraini","1964-01-11","ID","17.59","VOTING_RIGHTS","2026-01-19"
"BO-01428","BUS-00625","Ir. Oki Ramadhan","1976-08-14","ID","100.00","VOTING_RIGHTS","2023-10-17"
"BO-01429","BUS-00626","Adi Nugroho","1996-02-09","ID","30.37","VOTING_RIGHTS","2024-07-14"
"BO-01430","BUS-00626","Drs. Joko Wahyu Saputra","1971-06-28","ID","48.99","OWNERSHIP","2024-07-05"
"BO-01431","BUS-00626","Drs. Eka Situmorang","1980-08-03","ID","10.36","VOTING_RIGHTS","2025-06-15"
"BO-01432","BUS-00626","Mega Indah Simatupang","1985-03-08","ID","10.28","BOARD_CONTROL","2023-11-03"
"BO-01433","BUS-00627","Drs. Bayu Hartono","1968-08-14","ID","44.48","VOTING_RIGHTS","2026-03-01"
"BO-01434","BUS-00627","Drs. Dian Saputra","1965-09-12","ID","55.52","BOARD_CONTROL","2025-09-16"
"BO-01435","BUS-00628","Lestari Hartono","1969-03-27","ID","100.00","OWNERSHIP","2026-01-26"
"BO-01436","BUS-00630","H. Cahya Halim","1975-10-09","ID","55.07","OTHER_SIGNIFICANT_INFLUENCE","2025-08-02"
"BO-01437","BUS-00630","Ir. Zahra Umi Hartono","1980-05-27","ID","18.36","OTHER_SIGNIFICANT_INFLUENCE","2024-04-27"
"BO-01438","BUS-00630","Cahya Rahmat Situmorang","1994-09-20","ID","26.57","BOARD_CONTROL","2024-08-20"
"BO-01439","BUS-00631","Anggun Situmorang","1962-09-04","ID","52.19","OTHER_SIGNIFICANT_INFLUENCE","2025-09-24"
"BO-01440","BUS-00631","Yuda Ramadhan","1959-01-06","ID","47.81","VOTING_RIGHTS","2024-08-19"
"BO-01441","BUS-00632","Iwan Setiawan","1995-01-03","ID","89.74","BOARD_CONTROL","2024-12-22"
"BO-01442","BUS-00632","Putri Suryadi","1988-07-05","ID","10.26","OWNERSHIP","2025-06-12"
"BO-01443","BUS-00633","Drs. Adi Hartono","1992-05-17","ID","10.60","BOARD_CONTROL","2024-07-21"
"BO-01444","BUS-00633","H. Eka Kusuma","1974-02-21","ID","74.45","OWNERSHIP","2025-06-17"
"BO-01445","BUS-00633","Ir. Wulan Wijaya","1982-02-14","ID","10.68","VOTING_RIGHTS","2025-09-01"
"BO-01446","BUS-00634","Citra Gunawan","1997-06-18","ID","77.43","OTHER_SIGNIFICANT_INFLUENCE","2024-10-25"
"BO-01447","BUS-00634","Nanda Ramadhan","1962-01-25","ID","10.37","OTHER_SIGNIFICANT_INFLUENCE","2024-03-13"
"BO-01448","BUS-00634","Dra. Ayu Pratama","1962-01-28","ID","10.27","OTHER_SIGNIFICANT_INFLUENCE","2025-07-11"
"BO-01449","BUS-00635","Citra Permana","1956-03-24","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-03-19"
"BO-01450","BUS-00636","Ir. Kartika Santoso","1988-01-19","ID","100.00","VOTING_RIGHTS","2024-11-11"
