"list_record_id","list_type","primary_name","aliases","date_of_birth","nationality","country","position_or_role","note"
"WL-01398","PEP_SYNTHETIC","Ir. Indah Santoso","","1993-08-17","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01399","SANCTIONS_SYNTHETIC","H. Joko Rahmat Lubis","H. Joko Rehmat Lubis","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01400","SANCTIONS_SYNTHETIC","Sari Wijaya","Seri Wijaya","1962-01-19","ID","ID","","Synthetic record; not derived from any real list."
"WL-01401","INTERNAL_WATCH","Adi Bayu Siregar","","1985-02-16","ID","ID","","Synthetic record; not derived from any real list."
"WL-01402","INTERNAL_WATCH","Ir. Eka Santoso","","1982-05-02","ID","ID","","Synthetic record; not derived from any real list."
"WL-01403","PEP_SYNTHETIC","Anggun Situmorang","Anggun Situmoreng","1978-09-12","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01404","PEP_SYNTHETIC","Wahyu Adi Maulana","Wehyu Adi Maulana","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01405","PEP_SYNTHETIC","Dian Lubis","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01406","PEP_SYNTHETIC","H. Gilang Siregar","","1970-09-21","NL","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01407","PEP_SYNTHETIC","Adi Pratama","","1991-08-09","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01408","SANCTIONS_SYNTHETIC","Ir. Rahmat Siregar","","1971-05-22","ID","ID","","Synthetic record; not derived from any real list."
"WL-01409","PEP_SYNTHETIC","Dewi Pratama","","1973-09-04","NL","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01410","INTERNAL_WATCH","Ir. Cahya Rahmat Saputra","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01411","PEP_SYNTHETIC","Hj. Sari Saputra","Hj. Seri Saputra","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01412","PEP_SYNTHETIC","Indah Siti Setiawan","","","HK","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01413","SANCTIONS_SYNTHETIC","Ir. Gilang Suryadi","","1990-08-17","ID","ID","","Synthetic record; not derived from any real list."
"WL-01414","INTERNAL_WATCH","Fajar Siregar","","1954-03-26","ID","ID","","Synthetic record; not derived from any real list."
"WL-01415","SANCTIONS_SYNTHETIC","Umi Nugroho","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01416","PEP_SYNTHETIC","Hj. Dewi Saputra","Hj. Dewi Seputra","","MY","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01417","PEP_SYNTHETIC","Anggun Anggraini","","1966-02-12","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01418","SANCTIONS_SYNTHETIC","Hadi Ramadhan","","1993-11-19","ID","ID","","Synthetic record; not derived from any real list."
"WL-01419","PEP_SYNTHETIC","Rahmat Iwan Hartono","Rehmat Iwan Hartono","1989-03-04","SA","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01420","SANCTIONS_SYNTHETIC","H. Wahyu Situmorang","","1980-03-15","ID","ID","","Synthetic record; not derived from any real list."
"WL-01421","SANCTIONS_SYNTHETIC","H. Nanda Nugroho","H. Nenda Nugroho","1950-04-16","SG","ID","","Synthetic record; not derived from any real list."
"WL-01422","PEP_SYNTHETIC","Dra. Kartika Maulana","","1964-08-22","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01423","PEP_SYNTHETIC","Ir. Wulan Suryadi","","1978-12-12","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01424","PEP_SYNTHETIC","Drs. Adi Fajar Santoso","Drs. Adi Fejar Santoso","1976-10-12","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01425","SANCTIONS_SYNTHETIC","Ir. Ayu Halim","","1983-04-19","ID","ID","","Synthetic record; not derived from any real list."
"WL-01426","SANCTIONS_SYNTHETIC","Ir. Wulan Hidayat","Ir. Wulen Hidayat","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01427","PEP_SYNTHETIC","Dra. Indah Citra Hidayat","Dre. Indah Citra Hidayat","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01428","PEP_SYNTHETIC","Yuda Situmorang","Yude Situmorang","1992-12-23","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01429","SANCTIONS_SYNTHETIC","Siti Simatupang","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01430","PEP_SYNTHETIC","Tono Gunawan","Tono Gunewan","1969-03-24","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01431","PEP_SYNTHETIC","Gilang Yuda Suryadi","","1974-01-28","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01432","PEP_SYNTHETIC","Ayu Hartono","Ayu Hertono","1960-10-23","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01433","INTERNAL_WATCH","Citra Halim","Citre Halim","1982-02-16","ID","ID","","Synthetic record; not derived from any real list."
"WL-01434","PEP_SYNTHETIC","Adi Permana","Adi Permena","","AE","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01435","PEP_SYNTHETIC","Hj. Citra Indah Permana","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01436","PEP_SYNTHETIC","H. Wahyu Saputra","","","HK","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01437","PEP_SYNTHETIC","Wulan Hartono","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01438","PEP_SYNTHETIC","Dra. Kartika Pratama","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01439","PEP_SYNTHETIC","H. Tono Simatupang","H. Tono Simetupang","1968-10-03","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01440","SANCTIONS_SYNTHETIC","Ir. Anggun Vina Hidayat","","1968-11-10","ID","ID","","Synthetic record; not derived from any real list."
"WL-01441","PEP_SYNTHETIC","Tono Hartono","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01442","PEP_SYNTHETIC","H. Hadi Setiawan","","1980-08-11","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01443","SANCTIONS_SYNTHETIC","Tono Permana","Tono Permena","1997-11-16","ID","ID","","Synthetic record; not derived from any real list."
"WL-01444","SANCTIONS_SYNTHETIC","Ir. Oki Maulana","","","AE","ID","","Synthetic record; not derived from any real list."
"WL-01445","PEP_SYNTHETIC","Dra. Rina Lubis","","1975-09-18","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01446","INTERNAL_WATCH","Iwan Setiawan","Iwen Setiawan","","SG","ID","","Synthetic record; not derived from any real list."
"WL-01447","PEP_SYNTHETIC","Hj. Umi Wulan Permana","Hj. Umi Wulen Permana","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01448","SANCTIONS_SYNTHETIC","Ir. Adi Gunawan","Ir. Adi Gunewan","1977-11-24","US","ID","","Synthetic record; not derived from any real list."
"WL-01449","SANCTIONS_SYNTHETIC","Sari Hidayat","","1964-01-03","AU","ID","","Synthetic record; not derived from any real list."
"WL-01450","SANCTIONS_SYNTHETIC","Cahya Suryadi","","1963-07-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-01451","SANCTIONS_SYNTHETIC","Sari Maulana","","1959-03-12","ID","ID","","Synthetic record; not derived from any real list."
"WL-01452","SANCTIONS_SYNTHETIC","Hj. Dewi Permana","Hj. Dewi Permena","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01453","PEP_SYNTHETIC","Drs. Hadi Santoso","Drs. Hedi Santoso","1966-08-04","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01454","SANCTIONS_SYNTHETIC","Lestari Nugroho","","","NL","ID","","Synthetic record; not derived from any real list."
"WL-01455","SANCTIONS_SYNTHETIC","Cahya Simatupang","","","SA","ID","","Synthetic record; not derived from any real list."
"WL-01456","PEP_SYNTHETIC","Vina Anggun Setiawan","","1973-06-19","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01457","PEP_SYNTHETIC","Dra. Wulan Kusuma","","1998-07-16","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01458","SANCTIONS_SYNTHETIC","Citra Zahra Gunawan","Citre Zahra Gunawan","1954-02-05","ID","ID","","Synthetic record; not derived from any real list."
"WL-01459","PEP_SYNTHETIC","Hj. Dewi Setiawan","","1981-10-28","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01460","PEP_SYNTHETIC","Hj. Kartika Siregar","","1985-04-26","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01461","SANCTIONS_SYNTHETIC","Dra. Ayu Anggraini","Dre. Ayu Anggraini","1974-09-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-01462","SANCTIONS_SYNTHETIC","Wahyu Halim","","1970-04-27","ID","ID","","Synthetic record; not derived from any real list."
"WL-01463","SANCTIONS_SYNTHETIC","Hj. Mega Permana","","1977-11-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-01464","SANCTIONS_SYNTHETIC","Anggun Hidayat","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01465","SANCTIONS_SYNTHETIC","H. Wahyu Maulana","","1995-12-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-01466","SANCTIONS_SYNTHETIC","Bayu Simatupang","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01467","PEP_SYNTHETIC","Bayu Kusuma","","","KR","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01468","PEP_SYNTHETIC","Citra Ramadhan","","1957-03-18","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01469","PEP_SYNTHETIC","Drs. Bayu Hidayat","Drs. Beyu Hidayat","1974-12-18","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01470","SANCTIONS_SYNTHETIC","Yuda Wijaya","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01471","PEP_SYNTHETIC","Ir. Oki Halim","","1973-01-11","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01472","PEP_SYNTHETIC","Indah Permana","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01473","PEP_SYNTHETIC","Hj. Citra Wijaya","","1955-02-14","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01474","INTERNAL_WATCH","Ir. Cahya Hidayat","","1975-09-12","ID","ID","","Synthetic record; not derived from any real list."
"WL-01475","SANCTIONS_SYNTHETIC","Cahya Nugroho","","1988-09-22","JP","ID","","Synthetic record; not derived from any real list."
"WL-01476","PEP_SYNTHETIC","Hj. Putri Pratama","","1997-07-02","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01477","PEP_SYNTHETIC","Siti Hartono","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01478","INTERNAL_WATCH","Fajar Situmorang","Fejar Situmorang","1954-03-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-01479","PEP_SYNTHETIC","Putri Saputra","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01480","PEP_SYNTHETIC","Gita Gita Kusuma","Gite Gita Kusuma","1962-02-12","SG","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01481","SANCTIONS_SYNTHETIC","Lestari Kusuma","Lesteri Kusuma","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01482","PEP_SYNTHETIC","Gita Anggraini","Gite Anggraini","1953-04-22","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01483","PEP_SYNTHETIC","Dewi Halim","Dewi Helim","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01484","PEP_SYNTHETIC","Rina Putri Halim","Rine Putri Halim","1950-09-12","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01485","SANCTIONS_SYNTHETIC","Fajar Iwan Hidayat","Fejar Iwan Hidayat","1955-07-13","ID","ID","","Synthetic record; not derived from any real list."
"WL-01486","PEP_SYNTHETIC","Citra Situmorang","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01487","PEP_SYNTHETIC","Ir. Adi Pratama","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01488","PEP_SYNTHETIC","Hj. Citra Situmorang","","1958-03-23","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01489","PEP_SYNTHETIC","Nanda Eka Gunawan","Nenda Eka Gunawan","1982-03-12","AU","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01490","PEP_SYNTHETIC","H. Gilang Lubis","","1987-12-27","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01491","PEP_SYNTHETIC","Indah Wijaya","Indeh Wijaya","1992-09-28","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01492","INTERNAL_WATCH","Hj. Siti Pratama","","1970-06-17","ID","ID","","Synthetic record; not derived from any real list."
"WL-01493","PEP_SYNTHETIC","Wulan Gunawan","Wulen Gunawan","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01494","SANCTIONS_SYNTHETIC","Ir. Vina Wulan Halim","","","SG","ID","","Synthetic record; not derived from any real list."
"WL-01495","PEP_SYNTHETIC","Tono Hartono","Tono Hertono","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01496","PEP_SYNTHETIC","Drs. Yuda Gunawan","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01497","PEP_SYNTHETIC","Fajar Suryadi","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01498","PEP_SYNTHETIC","Drs. Wahyu Nugroho","","1988-10-08","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01499","PEP_SYNTHETIC","Indah Suryadi","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01500","PEP_SYNTHETIC","Hj. Siti Anggraini","","1968-12-10","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01501","SANCTIONS_SYNTHETIC","Sari Wijaya","Seri Wijaya","1996-11-23","ID","ID","","Synthetic record; not derived from any real list."
"WL-01502","PEP_SYNTHETIC","Wulan Anggun Setiawan","","1998-07-19","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01503","SANCTIONS_SYNTHETIC","Zahra Saputra","","1993-05-27","ID","ID","","Synthetic record; not derived from any real list."
"WL-01504","PEP_SYNTHETIC","Ir. Bagus Siregar","Ir. Begus Siregar","","JP","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01505","PEP_SYNTHETIC","Bayu Nanda Hidayat","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01506","PEP_SYNTHETIC","H. Tono Kusuma","","1954-06-21","AU","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01507","PEP_SYNTHETIC","Vina Vina Ramadhan","Vine Vina Ramadhan","1973-12-04","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01508","PEP_SYNTHETIC","Vina Santoso","Vine Santoso","1960-03-05","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01509","INTERNAL_WATCH","Bayu Yuda Hidayat","","1967-07-03","ID","ID","","Synthetic record; not derived from any real list."
"WL-01510","PEP_SYNTHETIC","Iwan Setiawan","Iwen Setiawan","1957-03-23","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01511","INTERNAL_WATCH","Drs. Oki Wijaya","Drs. Oki Wijeya","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01512","SANCTIONS_SYNTHETIC","Zahra Kusuma","Zehra Kusuma","1954-10-24","ID","ID","","Synthetic record; not derived from any real list."
"WL-01513","SANCTIONS_SYNTHETIC","Drs. Joko Santoso","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01514","PEP_SYNTHETIC","Mega Hartono","Mege Hartono","1985-02-27","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01515","SANCTIONS_SYNTHETIC","Siti Permana","Siti Permena","1957-03-16","ID","ID","","Synthetic record; not derived from any real list."
"WL-01516","PEP_SYNTHETIC","Wahyu Maulana","","1952-06-24","KR","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01517","PEP_SYNTHETIC","Hadi Ramadhan","","1956-09-05","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01518","INTERNAL_WATCH","Ir. Hadi Lubis","","1976-09-02","ID","ID","","Synthetic record; not derived from any real list."
"WL-01519","PEP_SYNTHETIC","Hj. Umi Umi Wijaya","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01520","PEP_SYNTHETIC","Hj. Zahra Lubis","Hj. Zehra Lubis","1951-09-13","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01521","SANCTIONS_SYNTHETIC","Indah Anggraini","","","AU","ID","","Synthetic record; not derived from any real list."
"WL-01522","PEP_SYNTHETIC","Cahya Bayu Gunawan","Cehya Bayu Gunawan","1998-04-21","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01523","PEP_SYNTHETIC","Dra. Gita Kartika Maulana","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01524","SANCTIONS_SYNTHETIC","Adi Gunawan","","1970-05-08","ID","ID","","Synthetic record; not derived from any real list."
"WL-01525","PEP_SYNTHETIC","Joko Kusuma","Joko Kusume","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01526","PEP_SYNTHETIC","Fajar Hadi Setiawan","","1957-06-24","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01527","PEP_SYNTHETIC","Dra. Siti Suryadi","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01528","PEP_SYNTHETIC","Nanda Gunawan","","1954-08-09","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01529","INTERNAL_WATCH","Bagus Permana","Begus Permana","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01530","INTERNAL_WATCH","Ir. Cahya Permana","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01531","INTERNAL_WATCH","Eka Cahya Kusuma","","1952-06-27","ID","ID","","Synthetic record; not derived from any real list."
"WL-01532","PEP_SYNTHETIC","Nanda Siregar","","1956-11-10","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01533","SANCTIONS_SYNTHETIC","H. Bagus Wijaya","H. Begus Wijaya","1990-09-16","ID","ID","","Synthetic record; not derived from any real list."
"WL-01534","PEP_SYNTHETIC","Ir. Sari Nugroho","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01535","PEP_SYNTHETIC","Ir. Mega Nugroho","","1992-08-15","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01536","PEP_SYNTHETIC","Ir. Sari Saputra","","1956-04-10","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01537","INTERNAL_WATCH","Adi Setiawan","","1950-01-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-01538","PEP_SYNTHETIC","Hj. Citra Wulan Saputra","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01539","PEP_SYNTHETIC","Sari Santoso","Seri Santoso","1997-01-18","HK","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01540","SANCTIONS_SYNTHETIC","Hj. Dewi Pratama","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01541","PEP_SYNTHETIC","Drs. Dian Wijaya","Drs. Dien Wijaya","1980-05-28","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01542","PEP_SYNTHETIC","Gita Citra Anggraini","","1989-05-23","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01543","SANCTIONS_SYNTHETIC","Hj. Rina Lubis","Hj. Rine Lubis","1984-03-18","ID","ID","","Synthetic record; not derived from any real list."
"WL-01544","PEP_SYNTHETIC","Cahya Santoso","","1981-03-14","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01545","PEP_SYNTHETIC","Hj. Sari Umi Nugroho","Hj. Seri Umi Nugroho","1967-11-01","HK","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01546","PEP_SYNTHETIC","Ir. Rina Citra Setiawan","","1984-03-12","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01547","PEP_SYNTHETIC","Dian Permana","","","HK","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01548","INTERNAL_WATCH","Siti Lestari Hidayat","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01549","PEP_SYNTHETIC","Dra. Wulan Sari Lubis","Dre. Wulan Sari Lubis","1952-12-01","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01550","SANCTIONS_SYNTHETIC","Indah Maulana","","1958-03-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-01551","PEP_SYNTHETIC","Hj. Ayu Sari Siregar","Hj. Ayu Seri Siregar","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01552","PEP_SYNTHETIC","Adi Siregar","","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01553","SANCTIONS_SYNTHETIC","Wulan Simatupang","","1988-12-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-01554","PEP_SYNTHETIC","Rahmat Setiawan","","1975-01-20","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01555","PEP_SYNTHETIC","Hj. Citra Setiawan","","1989-11-13","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01556","PEP_SYNTHETIC","Bagus Maulana","Begus Maulana","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01557","SANCTIONS_SYNTHETIC","Gilang Kusuma","","1958-07-12","ID","ID","","Synthetic record; not derived from any real list."
"WL-01558","INTERNAL_WATCH","Ir. Iwan Wahyu Gunawan","Ir. Iwen Wahyu Gunawan","1980-09-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-01559","SANCTIONS_SYNTHETIC","H. Gilang Wijaya","H. Gileng Wijaya","1969-02-24","US","ID","","Synthetic record; not derived from any real list."
"WL-01560","PEP_SYNTHETIC","H. Joko Tono Halim","","1977-09-18","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01561","PEP_SYNTHETIC","Ir. Rina Siregar","","","AU","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01562","SANCTIONS_SYNTHETIC","Hj. Rina Siti Nugroho","","1962-06-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-01563","PEP_SYNTHETIC","Zahra Pratama","","1972-01-08","HK","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01564","PEP_SYNTHETIC","Ir. Hadi Kusuma","","1958-10-14","SG","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01565","PEP_SYNTHETIC","Citra Sari Pratama","","1967-06-05","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01566","PEP_SYNTHETIC","Drs. Oki Gunawan","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01567","PEP_SYNTHETIC","Eka Maulana","","1962-05-13","KR","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01568","PEP_SYNTHETIC","Gita Maulana","","1988-04-19","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-01569","PEP_SYNTHETIC","Joko Wijaya","Joko Wijeya","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01570","SANCTIONS_SYNTHETIC","Siti Rina Kusuma","Siti Rine Kusuma","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01571","SANCTIONS_SYNTHETIC","Ir. Lestari Siti Setiawan","","1997-03-19","AE","ID","","Synthetic record; not derived from any real list."
"WL-01572","PEP_SYNTHETIC","Dra. Umi Hartono","Dre. Umi Hartono","1992-09-10","KR","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01573","SANCTIONS_SYNTHETIC","Zahra Siregar","","1998-07-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-01574","PEP_SYNTHETIC","Lestari Halim","Lesteri Halim","1979-12-26","MY","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01575","INTERNAL_WATCH","Ir. Bayu Pratama","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01576","PEP_SYNTHETIC","Dian Pratama","Dien Pratama","1984-03-05","SG","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-01577","PEP_SYNTHETIC","Dra. Kartika Hidayat","Dre. Kartika Hidayat","1994-12-20","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-01578","SANCTIONS_SYNTHETIC","Tono Dian Kusuma","Tono Dien Kusuma","1992-05-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-01579","PEP_SYNTHETIC","Zahra Gunawan","Zehra Gunawan","1998-07-22","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01580","PEP_SYNTHETIC","Hj. Ayu Setiawan","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01581","SANCTIONS_SYNTHETIC","Eka Santoso","Eke Santoso","1966-02-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-01582","PEP_SYNTHETIC","Drs. Wahyu Adi Wijaya","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01583","PEP_SYNTHETIC","Vina Saputra","Vine Saputra","1962-01-18","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-01584","PEP_SYNTHETIC","Hj. Zahra Nugroho","Hj. Zehra Nugroho","1965-03-13","HK","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-01585","SANCTIONS_SYNTHETIC","Lestari Situmorang","Lesteri Situmorang","","ID","ID","","Synthetic record; not derived from any real list."
"WL-01586","PEP_SYNTHETIC","Iwan Suryadi","","1973-05-21","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
